policy,effective_policy,seed,first_boundary_crossed,second_boundary_crossed,time_to_first_boundary_h,time_to_second_boundary_h,post_first_n_plus_one_reserve_h,first_boundary_total_damage_pct,first_boundary_damage_range_pct,final_elapsed_h,final_total_damage_pct,final_damage_range_pct,start_count,assignment_change_count,crossing_order,stack_0_crossing_h,stack_1_crossing_h,stack_2_crossing_h,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct,scenario_id,category,boundary_scale,gamma_terminal_cv,risk_horizon_h,reschedule_h,evidence,local_seed,initial_damage_fraction,heterogeneity_factors
order_blend_50,order_blend_50,4,True,True,873.0,1359.0,486.0,19.210257502141225,4.4986284243290235,1359.0,26.830927712612862,1.228323176328896,11,9,"(np.int64(2), np.int64(1), np.int64(0))",,1359.0,873.0,8.124778842837998,9.353102019166894,9.353046850607972,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",4,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
fixed_pair,fixed_pair,5,True,True,714.0,1660.0,946.0,21.169732116519803,5.020322315910811,1660.0,27.45748938161811,0.6056185318364431,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,714.0,1660.0,8.749027522894291,9.353815803993085,9.354646054730734,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",5,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
health_greedy,health_greedy,5,True,True,1569.0,1608.0,39.0,26.905451929102746,1.0741420309347287,1608.0,27.222372988820943,0.8378855351104662,23,21,"(np.int64(1), np.int64(2), np.int64(0))",,1569.0,1608.0,8.515670807138047,9.353145839434381,9.353556342248513,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",5,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
order_blend_50,order_blend_50,5,True,True,1195.0,1574.0,379.0,22.071898848899558,3.1040728053485704,1574.0,26.898938369281424,1.2158900917257789,21,19,"(np.int64(2), np.int64(1), np.int64(0))",,1574.0,1195.0,8.16251301790763,9.358022241740388,9.378403109633409,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",5,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
fixed_pair,fixed_pair,6,True,True,665.0,1545.0,880.0,21.421343395843035,4.961450774009994,1545.0,27.532182677652266,0.7217696102495257,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,665.0,1545.0,8.728416062454766,9.450185672704292,9.35358094249321,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",6,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
health_greedy,health_greedy,6,True,True,1386.0,1493.0,107.0,26.362522079488638,1.4914243225191308,1493.0,27.070012519609687,0.9996039487976915,17,15,"(np.int64(1), np.int64(2), np.int64(0))",,1386.0,1493.0,8.357391017160188,9.35699496595788,9.35562653649162,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",6,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
order_blend_50,order_blend_50,6,True,True,1061.0,1452.0,391.0,21.645792227706632,3.2301608876506362,1452.0,26.90754442293239,1.3000190960060358,21,19,"(np.int64(2), np.int64(1), np.int64(0))",,1452.0,1061.0,8.127244136529244,9.42726323253528,9.353037053867865,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",6,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
fixed_pair,fixed_pair,7,True,True,744.0,1448.0,704.0,21.305601726123335,4.889279971757509,1448.0,26.553568277404874,1.7648525066107288,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,744.0,1448.0,7.716243167037972,9.3562294367182,9.481095673648701,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",7,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
health_greedy,health_greedy,7,True,True,1448.0,1455.0,7.0,26.46326710317914,1.7313142647021076,1455.0,26.54836429188035,1.7033077792873428,18,16,"(np.int64(2), np.int64(1), np.int64(0))",,1455.0,1448.0,7.744249652452737,9.356557207687533,9.44755743174008,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",7,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
order_blend_50,order_blend_50,7,True,True,1289.0,1517.0,228.0,22.818846030088103,2.6594297567616145,1517.0,26.268732049225672,1.8021949601343001,19,17,"(np.int64(2), np.int64(1), np.int64(0))",,1517.0,1289.0,7.556094174093057,9.358289134227357,9.354348740905257,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",7,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
fixed_pair,fixed_pair,8,True,True,738.0,1482.0,744.0,20.794125205175863,5.396235791547574,1482.0,25.643616961896473,2.4180998541642653,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,738.0,1482.0,6.935869231975231,9.353969086139497,9.353778643781746,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",8,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
health_greedy,health_greedy,8,True,True,1367.0,1474.0,107.0,25.083558899665032,2.816900640528247,1474.0,25.611173128722456,2.4529466887869527,23,21,"(np.int64(1), np.int64(2), np.int64(0))",,1367.0,1474.0,6.902442981011954,9.355389669798907,9.353340477911594,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",8,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
order_blend_50,order_blend_50,8,True,True,1208.0,1669.0,461.0,21.411849885015286,3.3476191016760923,1669.0,27.669191379384383,0.3920887117920646,19,17,"(np.int64(2), np.int64(1), np.int64(0))",,1669.0,1208.0,8.961968462028507,9.354057173820571,9.353165743535305,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",8,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
fixed_pair,fixed_pair,9,True,True,570.0,1436.0,866.0,20.579870404032775,5.7648621139258065,1436.0,26.37572435815151,1.8396155286494897,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,570.0,1436.0,7.591539318107579,9.43115484675707,9.353030193286859,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",9,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
health_greedy,health_greedy,9,True,True,1372.0,1376.0,4.0,26.00833762721836,2.0585455197665157,1376.0,26.04677554496999,2.027136472519116,21,19,"(np.int64(1), np.int64(2), np.int64(0))",,1372.0,1376.0,7.332485582423169,9.359622054942285,9.354667907604536,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",9,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
order_blend_50,order_blend_50,9,True,True,774.0,1361.0,587.0,18.3840094631907,4.893607295325082,1361.0,25.92816286991304,2.2571750850700063,9,7,"(np.int64(2), np.int64(1), np.int64(0))",,1361.0,774.0,7.1582439396642155,9.415419024734222,9.354499905514604,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",9,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
fixed_pair,fixed_pair,10,True,True,578.0,1383.0,805.0,20.57536751754227,5.617963921114415,1383.0,26.98951904700077,1.0746877413977938,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,578.0,1383.0,8.280766565708324,9.355454307106118,9.353298174186326,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",10,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
health_greedy,health_greedy,10,True,True,1190.0,1239.0,49.0,25.90082397624021,2.070124013572805,1239.0,26.334359248830435,1.7267814911406623,19,17,"(np.int64(1), np.int64(2), np.int64(0))",,1190.0,1239.0,7.627178483345056,9.353220790999659,9.353959974485718,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",10,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
order_blend_50,order_blend_50,10,True,True,581.0,1240.0,659.0,16.84315861791331,5.613133154470381,1240.0,26.182632933275762,1.8872710763508689,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1240.0,581.0,7.470508645116144,9.357779721467013,9.354344566692603,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",10,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
fixed_pair,fixed_pair,11,True,True,636.0,1543.0,907.0,20.792387894475922,6.203041979344292,1543.0,27.025040041893696,2.015634776499155,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,636.0,1543.0,7.7408687481887295,9.756503524687885,9.527667769017084,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",11,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
health_greedy,health_greedy,11,True,True,1451.0,1454.0,3.0,26.0531808989068,1.9896033706964875,1454.0,26.163855687763025,2.050667786155028,23,21,"(np.int64(1), np.int64(2), np.int64(0))",,1451.0,1454.0,7.378438020382463,9.35631186084307,9.42910580653749,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",11,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
order_blend_50,order_blend_50,11,True,True,660.0,1427.0,767.0,16.774278807801828,5.674887458562079,1427.0,26.001782046062647,2.064767837666749,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1427.0,660.0,7.291518390662527,9.356286228329276,9.353977427070843,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",11,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
fixed_pair,fixed_pair,12,True,True,628.0,1461.0,833.0,20.615874679786252,5.744752264175284,1461.0,26.59834086958772,1.6335772946251685,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,628.0,1461.0,7.805524765133378,9.439102059758547,9.353714044695796,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",12,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
health_greedy,health_greedy,12,True,True,1398.0,1406.0,8.0,26.25974021374749,1.7944063131403674,1406.0,26.298270565832244,1.768129889353406,21,19,"(np.int64(1), np.int64(2), np.int64(0))",,1398.0,1406.0,7.588119906284017,9.356249795637423,9.353900863910804,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",12,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
order_blend_50,order_blend_50,12,True,True,914.0,1358.0,444.0,19.610890667523577,4.289082249546342,1358.0,25.85314329001541,2.321533471758876,11,9,"(np.int64(2), np.int64(1), np.int64(0))",,1358.0,914.0,7.088594385775785,9.410127857534661,9.354421046704966,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",12,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
fixed_pair,fixed_pair,13,True,True,679.0,1623.0,944.0,21.84585609631612,4.350249565230866,1623.0,27.936321776611457,0.1318840695024459,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,679.0,1623.0,9.224957349048825,9.356841418551271,9.354523009011361,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",13,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
health_greedy,health_greedy,13,True,True,1471.0,1509.0,38.0,27.160506281166928,0.8443390587737767,1509.0,27.370802965401253,0.6935327022471576,23,21,"(np.int64(1), np.int64(2), np.int64(0))",,1471.0,1509.0,8.661540355581575,9.355073057828733,9.354189551990943,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",13,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
order_blend_50,order_blend_50,13,True,True,1185.0,1498.0,313.0,23.215991493947584,2.5738353536878247,1498.0,26.909391281417435,1.2642325648884967,21,19,"(np.int64(2), np.int64(1), np.int64(0))",,1498.0,1185.0,8.145061307339772,9.355036101849397,9.409293872228268,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",13,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
fixed_pair,fixed_pair,14,True,True,732.0,1641.0,909.0,21.571778577789296,4.623549293987199,1641.0,27.85373570721178,0.21229017005962447,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,732.0,1641.0,9.1441623536064,9.356452523666025,9.353120829939353,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",14,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
health_greedy,health_greedy,14,True,True,1640.0,1641.0,1.0,27.847620986253812,0.21463686538383087,1641.0,27.859483943451384,0.21564379777560916,26,24,"(np.int64(2), np.int64(1), np.int64(0))",,1641.0,1640.0,9.1441623536064,9.35980615138201,9.355515438462973,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",14,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
order_blend_50,order_blend_50,14,True,True,1383.0,1574.0,191.0,24.509062971639135,1.86871098846101,1574.0,26.99009507164913,1.2035042479011562,29,27,"(np.int64(2), np.int64(1), np.int64(0))",,1574.0,1383.0,8.216619978815885,9.420124226717041,9.353350866116202,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",14,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
fixed_pair,fixed_pair,15,True,True,698.0,1551.0,853.0,21.214222577429226,4.982759878939412,1551.0,27.884842725563562,0.18486883603185156,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1551.0,698.0,,9.355151929671221,9.357279815962096,9.172410979930245,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",15,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
health_greedy,health_greedy,15,True,True,1536.0,1569.0,33.0,27.89141666345393,0.11832343921507515,1569.0,28.059522511277198,0.0004527255638340222,21,19,"(np.int64(1), np.int64(0), np.int64(2))",1569.0,1536.0,,9.35314402901349,9.35341560391377,9.352962878349937,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",15,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
order_blend_50,order_blend_50,15,True,True,1143.0,1503.0,360.0,21.5007431474604,3.416060225278933,1503.0,27.05526496086862,1.0204037154584125,15,13,"(np.int64(2), np.int64(1), np.int64(0))",,1503.0,1143.0,8.340916087549806,9.361319803008218,9.353029070310594,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",15,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
fixed_pair,fixed_pair,16,True,True,546.0,1230.0,684.0,20.480783087332426,5.713667458423982,1230.0,25.760036970255303,2.576057830450835,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,546.0,1230.0,6.913982639574242,9.356013860655983,9.490040470025077,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",16,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
health_greedy,health_greedy,16,True,True,1206.0,1230.0,24.0,25.418097182892488,2.511591931915464,1230.0,25.72707047427824,2.544594024550576,15,13,"(np.int64(1), np.int64(2), np.int64(0))",,1206.0,1230.0,6.913982639574242,9.354511170579178,9.458576664124818,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",16,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
order_blend_50,order_blend_50,16,True,True,516.0,1166.0,650.0,16.63251403110496,5.815373595761908,1166.0,25.519454581182465,2.813220499536973,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1166.0,516.0,6.676447987161584,9.489668486698557,9.353338107322323,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",16,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
fixed_pair,fixed_pair,17,True,True,677.0,1531.0,854.0,21.360969547816005,4.829597183593314,1531.0,28.031005943172783,0.0819575634775962,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1531.0,677.0,,9.379445776583971,9.354071953482437,9.297488213106375,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",17,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
health_greedy,health_greedy,17,True,True,1496.0,1500.0,4.0,27.875994126366997,0.17828313393999196,1500.0,27.900893739887962,0.1706054487251052,25,23,"(np.int64(1), np.int64(0), np.int64(2))",1500.0,1496.0,,9.355466444971132,9.358016371820968,9.187410923095863,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",17,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
order_blend_50,order_blend_50,17,True,True,1036.0,1460.0,424.0,21.536173924699405,3.280279797594339,1460.0,27.372623410815535,0.6885810779226151,19,17,"(np.int64(2), np.int64(1), np.int64(0))",,1460.0,1036.0,8.665470252676478,9.353101827539962,9.354051330599093,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",17,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
fixed_pair,fixed_pair,18,True,True,741.0,1481.0,740.0,21.36957918951341,4.855222891310772,1481.0,26.996762745170045,1.1164024552323095,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,741.0,1481.0,8.25478717295756,9.37118962818987,9.370785944022616,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",18,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
health_greedy,health_greedy,18,True,True,1444.0,1481.0,37.0,26.517660835737846,1.4666134734214804,1481.0,27.018011968981675,1.1491956890944053,25,23,"(np.int64(1), np.int64(2), np.int64(0))",,1444.0,1481.0,8.25478717295756,9.359241933972148,9.403982862051965,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",18,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
order_blend_50,order_blend_50,18,True,True,1060.0,1481.0,421.0,20.57295683478399,3.7591526614202246,1481.0,26.93354649106395,1.4172957092272807,15,13,"(np.int64(2), np.int64(1), np.int64(0))",,1481.0,1060.0,8.077274788699041,9.494570497926322,9.361701204438589,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",18,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
fixed_pair,fixed_pair,19,True,True,701.0,1509.0,808.0,21.383516724398206,4.810238251396042,1509.0,27.73920139589121,0.32673211501260546,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,701.0,1509.0,9.028933960662297,9.355666075674902,9.354601359554012,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",19,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
health_greedy,health_greedy,19,True,True,1475.0,1504.0,29.0,27.575323154627196,0.4432640214186101,1504.0,27.72129621438154,0.34465017387650043,21,19,"(np.int64(1), np.int64(2), np.int64(0))",,1475.0,1504.0,9.01096378526988,9.35561395914638,9.354718469965281,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",19,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
order_blend_50,order_blend_50,19,True,True,958.0,1456.0,498.0,20.483539289573358,4.107178975257064,1456.0,27.1435426315792,1.2805675224818653,13,11,"(np.int64(2), np.int64(1), np.int64(0))",,1456.0,958.0,8.250352755913964,9.362269597269409,9.53092027839583,heterogeneity_gp_re_increased_perm_3,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",19,"(0.1, 0.4, 0.8)","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)"
fixed_pair,fixed_pair,0,True,True,1008.0,1421.0,413.0,22.863467805023845,3.3326037249105003,1421.0,25.542855825309108,2.5281896378733544,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1008.0,,1421.0,9.35682435274495,6.828920917345402,9.357110555218757,heterogeneity_gp_re_increased_perm_4,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",0,"(0.1, 0.4, 0.8)","(1.6281355435290994, 0.45365688105154717, 0.9182075754193537)"
health_greedy,health_greedy,0,True,True,1379.0,1410.0,31.0,25.357744948646246,2.597377785084907,1410.0,25.520986343040008,2.545719480016974,19,17,"(np.int64(0), np.int64(2), np.int64(1))",1379.0,,1410.0,9.356162063532118,6.810442583515144,9.354381695992746,heterogeneity_gp_re_increased_perm_4,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",0,"(0.1, 0.4, 0.8)","(1.6281355435290994, 0.45365688105154717, 0.9182075754193537)"
order_blend_50,order_blend_50,0,True,True,994.0,1400.0,406.0,21.486521054038832,3.3174956515374507,1400.0,25.597979431676656,2.468283528823739,18,16,"(np.int64(2), np.int64(0), np.int64(1))",1400.0,,994.0,9.356086026995614,6.887802498171875,9.354090906509166,heterogeneity_gp_re_increased_perm_4,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",0,"(0.1, 0.4, 0.8)","(1.6281355435290994, 0.45365688105154717, 0.9182075754193537)"
