policy,effective_policy,seed,first_boundary_crossed,second_boundary_crossed,time_to_first_boundary_h,time_to_second_boundary_h,post_first_n_plus_one_reserve_h,first_boundary_total_damage_pct,first_boundary_damage_range_pct,final_elapsed_h,final_total_damage_pct,final_damage_range_pct,start_count,assignment_change_count,crossing_order,stack_0_crossing_h,stack_1_crossing_h,stack_2_crossing_h,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct,scenario_id,category,boundary_scale,gamma_terminal_cv,risk_horizon_h,reschedule_h,evidence,local_seed,initial_damage_fraction,heterogeneity_factors
order_blend_50,order_blend_50,3,True,True,2602.0,2603.0,1.0,28.055288149835732,0.006677867124022185,2603.0,28.067750129769863,0.0039896315475456134,88,86,"(np.int64(1), np.int64(0), np.int64(2))",2603.0,2602.0,2603.0,9.354017457540696,9.355725583140924,9.358007089088241,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,3,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,4,True,True,1612.0,1722.0,110.0,18.289275303657668,9.398741363421713,1722.0,19.558523634563336,8.592390596758978,3,1,"(np.int64(0), np.int64(1), np.int64(2))",1612.0,1722.0,,9.398741363421713,9.353431504478888,0.8063507666627352,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,4,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,4,True,True,2512.0,2518.0,6.0,28.000880757133615,0.0413541273957545,2518.0,28.04748186076076,0.018866743511209094,89,87,"(np.int64(2), np.int64(0), np.int64(1))",2518.0,,2512.0,9.353699565264112,9.337457775992721,9.35632451950393,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,4,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,4,True,True,2516.0,2517.0,1.0,28.01479246231122,0.04207764216665488,2517.0,28.023577516549132,0.03896253358136903,89,87,"(np.int64(1), np.int64(0), np.int64(2))",2517.0,2516.0,,9.354333323318517,9.353873403493468,9.315370789737148,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,4,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,5,True,True,1870.0,1873.0,3.0,18.699481667019548,9.354834221667165,1873.0,18.728657828607414,9.341799356478248,3,1,"(np.int64(0), np.int64(1), np.int64(2))",1870.0,1873.0,,9.354834221667165,9.357811481709248,0.01601212523100036,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,5,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,5,True,True,2632.0,2635.0,3.0,27.99365010125767,0.04314773132522376,2635.0,28.052353776011437,0.027626434736292893,95,93,"(np.int64(2), np.int64(1), np.int64(0))",,2635.0,2632.0,9.334104578452568,9.36173101318886,9.356518184370008,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,5,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,5,True,True,2635.0,2636.0,1.0,28.005538885232,0.07128869606424537,2636.0,28.011894234242547,0.06706346894437587,92,90,"(np.int64(2), np.int64(0), np.int64(1))",2636.0,,2635.0,9.354328486512578,9.295251139392796,9.362314608337172,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,5,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,6,True,True,1690.0,1785.0,95.0,18.423879448473098,9.436098473461348,1785.0,19.41914953581323,8.806247482201448,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1785.0,1690.0,,9.35320007109198,9.436098473461348,0.6298509912599005,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,6,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,6,True,True,2464.0,2489.0,25.0,27.458637226694798,0.3257198686996592,2489.0,27.95203590200478,0.2268942592541059,82,80,"(np.int64(0), np.int64(1), np.int64(2))",2464.0,2489.0,,9.35370593889691,9.412612111180989,9.185717851926883,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,6,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,6,True,True,2471.0,2489.0,18.0,27.579958332428745,0.29055342213100843,2489.0,27.9529137408568,0.13739504420996163,85,83,"(np.int64(1), np.int64(0), np.int64(2))",2489.0,2471.0,,9.368474904620735,9.35335897582529,9.231079860410773,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,6,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,7,True,True,1620.0,1819.0,199.0,17.75378691718602,9.355818256056299,1819.0,19.82184429896751,8.244318851181315,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1819.0,1620.0,,9.354526638036225,9.355818256056299,1.1114994048749838,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,7,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,7,True,True,2505.0,2511.0,6.0,28.3326913188761,0.42565454490602583,2511.0,28.434071918913467,0.37155642587379667,89,87,"(np.int64(1), np.int64(0), np.int64(2))",2511.0,2505.0,,9.365923091638749,9.719852626574257,9.34829620070046,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,7,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,7,True,True,2505.0,2507.0,2.0,28.35689812257768,0.407361081117541,2507.0,28.37736099635237,0.39784885899800493,87,85,"(np.int64(2), np.int64(0), np.int64(1))",2507.0,,2505.0,9.355521498402913,9.311995319475725,9.70984417847373,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,7,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,8,True,True,1828.0,1997.0,169.0,17.986329169894358,9.355182438274188,1997.0,19.846027700144536,8.218146148426422,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1997.0,1828.0,,9.35380897202258,9.355182438274188,1.1370362898477657,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,8,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,8,True,True,2628.0,2635.0,7.0,28.019284606364316,0.0391437712170859,2635.0,28.06908306573788,0.015480599613495016,89,87,"(np.int64(1), np.int64(2), np.int64(0))",,2628.0,2635.0,9.350111986382482,9.365592585995977,9.353378493359418,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,8,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,8,True,True,2627.0,2629.0,2.0,28.006389117757152,0.05045697702824192,2629.0,28.03228097474001,0.029760571700540694,82,80,"(np.int64(1), np.int64(0), np.int64(2))",2629.0,2627.0,,9.353793495828235,9.354124025306158,9.324363453605617,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,8,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,9,True,True,1488.0,1750.0,262.0,16.924814160269058,9.427600395886001,1750.0,20.75942449912564,7.450974531208884,3,1,"(np.int64(0), np.int64(1), np.int64(2))",1488.0,1750.0,,9.427600395886001,9.355198238562522,1.9766258646771167,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,9,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,9,True,True,2337.0,2343.0,6.0,28.075211873324477,0.12482263288516116,2343.0,28.11495826743041,0.10341024017141898,76,74,"(np.int64(2), np.int64(0), np.int64(1))",2343.0,,2337.0,9.35436027602954,9.328593875614725,9.432004115786144,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,9,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,9,True,True,2336.0,2337.0,1.0,27.960669873217313,0.056717735869025176,2337.0,28.10469848905379,0.1438388492733793,73,71,"(np.int64(1), np.int64(0), np.int64(2))",2337.0,2336.0,,9.446877361674115,9.354782614978939,9.303038512400736,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,9,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,10,True,True,1532.0,1753.0,221.0,17.737331963215887,9.371977326338987,1753.0,19.85536800734883,8.241862406730636,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1753.0,1532.0,,9.353275761401491,9.371977326338987,1.1301149196083509,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,10,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,10,True,True,2538.0,2546.0,8.0,28.09598914593245,0.15295751153198722,2546.0,28.176253399090626,0.10791141515425018,87,85,"(np.int64(0), np.int64(1), np.int64(2))",2538.0,2546.0,2546.0,9.463417011990504,9.35733079026387,9.355505596836254,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,10,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,10,True,True,2538.0,2543.0,5.0,28.126079176999127,0.16397313377619405,2543.0,28.167549520810066,0.14171791910314013,86,84,"(np.int64(2), np.int64(0), np.int64(1))",2543.0,,2538.0,9.355322071389711,9.335254765158608,9.476972684261748,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,10,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,11,True,True,1658.0,1910.0,252.0,17.465070316642148,9.356613757197396,1910.0,20.434563040341843,7.632129199113771,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1910.0,1658.0,,9.353464725060823,9.356613757197396,1.7244845580836252,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,11,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,11,True,True,2632.0,2634.0,2.0,28.04271282751135,0.019609232318227754,2634.0,28.060309163591036,0.009585645497558914,87,85,"(np.int64(0), np.int64(1), np.int64(2))",2632.0,2634.0,,9.356828007073625,9.356238794941342,9.347242361576066,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,11,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,11,True,True,2626.0,2631.0,5.0,28.014258226758347,0.028450843629110878,2631.0,28.05330281947714,0.009336331505112483,90,88,"(np.int64(0), np.int64(1), np.int64(2))",2626.0,2631.0,,9.354254738400693,9.354129674180864,9.34491840689558,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,11,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,12,True,True,1611.0,1811.0,200.0,17.807469620646604,9.355575433329118,1811.0,19.936697594628697,8.128930161134033,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1811.0,1611.0,,9.354476889104491,9.355575433329118,1.226645272195086,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,12,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,12,True,True,2511.0,2518.0,7.0,27.89259912259171,0.1414931022134045,2518.0,27.955915762107455,0.1081957738456456,89,87,"(np.int64(2), np.int64(0), np.int64(1))",2518.0,,2511.0,9.355392427862972,9.247196654017326,9.353326680227157,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,12,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,12,True,True,2516.0,2518.0,2.0,27.911999077011867,0.13390789549855953,2518.0,27.93994434303437,0.12738803606587368,85,83,"(np.int64(2), np.int64(0), np.int64(1))",2518.0,,2516.0,9.356833926707424,9.22944589064155,9.353664525685396,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,12,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,13,True,True,1725.0,1844.0,119.0,18.172923469157702,9.35743945540404,1844.0,19.37674447951497,8.774801021783295,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1844.0,1725.0,,9.397053022947112,9.35743945540404,0.6222520011638172,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,13,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,13,True,True,2530.0,2566.0,36.0,27.66829207172149,0.3409058585972211,2566.0,28.009255603437502,0.17153637568877578,85,83,"(np.int64(0), np.int64(1), np.int64(2))",2530.0,2566.0,,9.401133924599637,9.378524129927003,9.229597548910862,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,13,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,13,True,True,2526.0,2547.0,21.0,27.651364563352473,0.32367948696509785,2547.0,27.913269296571592,0.1995563206267441,91,89,"(np.int64(1), np.int64(0), np.int64(2))",2547.0,2526.0,,9.357625923220985,9.377599846988675,9.17804352636193,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,13,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,14,True,True,1754.0,1792.0,38.0,18.60097301707004,9.385850237599467,1792.0,18.989158846080226,9.139428074609311,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1792.0,1754.0,,9.356886445490604,9.385850237599467,0.2464221629901555,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,14,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,14,True,True,2614.0,2628.0,14.0,27.952853658329467,0.05594966735189466,2628.0,28.061873777980168,0.004619022707796461,97,95,"(np.int64(2), np.int64(1), np.int64(0))",,2628.0,2614.0,9.351348139397686,9.355967162105483,9.354558476476997,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,14,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,14,True,True,2625.0,2629.0,4.0,28.02129964652221,0.031791780651362345,2629.0,28.058104098253146,0.011813076824632063,97,95,"(np.int64(0), np.int64(1), np.int64(2))",2625.0,2629.0,,9.356702353153159,9.356512468771461,9.344889276328527,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,14,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,15,True,True,1738.0,1738.0,0.0,18.714884831371506,9.357662264741709,1738.0,18.714884831371506,9.357662264741709,2,0,"(np.int64(0), np.int64(1), np.int64(2))",1738.0,1738.0,,9.3572225666298,9.357662264741709,0.0,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,15,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,15,True,True,2511.0,2543.0,32.0,27.88054497083115,0.2941099143441299,2543.0,28.13725302026811,0.18604195092906473,93,91,"(np.int64(2), np.int64(1), np.int64(0))",,2543.0,2511.0,9.296952132087688,9.357306805163669,9.482994083016752,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,15,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,15,True,True,2511.0,2546.0,35.0,27.84509549966065,0.3590224228299945,2546.0,28.1311453845027,0.21667534013299772,89,87,"(np.int64(1), np.int64(0), np.int64(2))",2546.0,2511.0,,9.354174256793403,9.496823233921148,9.28014789378815,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,15,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,16,True,True,1501.0,1788.0,287.0,17.172654839129898,9.353286904061772,1788.0,20.140358619533643,7.921039421367841,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1788.0,1501.0,,9.354055568419856,9.353286904061772,1.433016147052015,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,16,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,16,True,True,2376.0,2417.0,41.0,27.653581289221155,0.23157564689442722,2417.0,28.00120829480253,0.06512504385803553,74,72,"(np.int64(1), np.int64(2), np.int64(0))",,2376.0,2417.0,9.291496945660372,9.356621989518407,9.353089359623752,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,16,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,16,True,True,2375.0,2418.0,43.0,27.666752003275622,0.2393872909940118,2418.0,28.029707307613172,0.06560643630246688,74,72,"(np.int64(1), np.int64(2), np.int64(0))",,2375.0,2418.0,9.305484222715547,9.371090659018014,9.353132425879611,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,16,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,17,True,True,1678.0,1700.0,22.0,18.625789745041086,9.353260106411076,1700.0,18.7954837068586,9.270348454843672,3,1,"(np.int64(0), np.int64(1), np.int64(2))",1678.0,1700.0,,9.353260106411076,9.356286027645599,0.0859375728019264,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,17,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,17,True,True,2536.0,2549.0,13.0,27.904251130446006,0.09688749785296835,2549.0,28.062060108723163,0.012004096775701356,86,84,"(np.int64(2), np.int64(1), np.int64(0))",,2549.0,2536.0,9.346972993211008,9.356110025525446,9.358977089986709,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,17,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,17,True,True,2538.0,2550.0,12.0,27.89702148350386,0.10435229754840769,2550.0,28.085034828096767,0.014216831283951237,85,83,"(np.int64(0), np.int64(1), np.int64(2))",2538.0,2550.0,2550.0,9.35616175684721,9.370378588131162,9.358494483118394,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,17,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,18,True,True,1743.0,1751.0,8.0,18.786829761507047,9.458988450017344,1751.0,18.93844826713882,9.335106016957402,3,1,"(np.int64(0), np.int64(1), np.int64(2))",1743.0,1751.0,,9.458988450017344,9.355577384061535,0.12388243305994251,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,18,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,18,True,True,2530.0,2589.0,59.0,27.343836155955188,0.3744266773948315,2589.0,27.97598215255355,0.09181493335124813,85,83,"(np.int64(2), np.int64(1), np.int64(0))",,2589.0,2530.0,9.264988897087758,9.356803830439006,9.354189425026783,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,18,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,18,True,True,2530.0,2584.0,54.0,27.353833236430457,0.3763638357876573,2584.0,27.94387849934502,0.1283189612886506,92,90,"(np.int64(1), np.int64(2), np.int64(0))",,2530.0,2584.0,9.230014617107004,9.358333578395655,9.355530303842357,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,18,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,19,True,True,1666.0,1768.0,102.0,18.309432520304565,9.356423805455663,1768.0,19.407101081877702,8.659513682480528,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1768.0,1666.0,,9.353767153446903,9.356423805455663,0.696910122975135,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,19,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,19,True,True,2474.0,2475.0,1.0,27.9489919632507,0.10797228812299764,2475.0,27.955547911197232,0.10561826600404167,80,78,"(np.int64(2), np.int64(0), np.int64(1))",2475.0,,2474.0,9.353420085482798,9.248254779855197,9.353873045859238,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,19,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,19,True,True,2464.0,2484.0,20.0,27.86383108459902,0.1420821496644411,2484.0,28.067973602746,0.0330114776959185,82,80,"(np.int64(0), np.int64(2), np.int64(1))",2464.0,,2484.0,9.372858316503896,9.339846838807977,9.355268447434126,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,19,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,0,True,True,1012.0,1053.0,41.0,22.17689167168156,5.613443339358666,1053.0,22.645312789993408,5.418475537567271,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1053.0,1012.0,,9.354478824398901,9.354654751580888,3.9361792140136176,initial_equal_midlife,initial_health,1.0,0.1,100.0,24.0,symmetry control at nonzero damage,0,"(0.4, 0.4, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,0,True,True,1552.0,1563.0,11.0,27.93756503905027,0.07394199415682934,1563.0,28.029069254326416,0.036805254348738714,58,56,"(np.int64(1), np.int64(2), np.int64(0))",,1552.0,1563.0,9.319467063308368,9.353329873360941,9.356272317657107,initial_equal_midlife,initial_health,1.0,0.1,100.0,24.0,symmetry control at nonzero damage,0,"(0.4, 0.4, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,0,True,True,1553.0,1563.0,10.0,27.95066162322452,0.07536971934590575,1563.0,28.035354642223492,0.03221372781565712,61,59,"(np.int64(0), np.int64(1), np.int64(2))",1553.0,1563.0,,9.3544039624936,9.356582203772774,9.324368475957117,initial_equal_midlife,initial_health,1.0,0.1,100.0,24.0,symmetry control at nonzero damage,0,"(0.4, 0.4, 0.4)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,1,True,True,1167.0,1192.0,25.0,22.34761029664724,5.644853007117225,1192.0,22.706539299207755,5.588616322037773,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1192.0,1167.0,,9.45454560095304,9.386064419339448,3.8659292789152664,initial_equal_midlife,initial_health,1.0,0.1,100.0,24.0,symmetry control at nonzero damage,1,"(0.4, 0.4, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,1,True,True,1645.0,1655.0,10.0,27.982003884698614,0.0417440723114435,1655.0,28.062987741517574,0.002559710105863644,62,60,"(np.int64(0), np.int64(2), np.int64(1))",1645.0,,1655.0,9.35482732132299,9.35280035504436,9.355360065150224,initial_equal_midlife,initial_health,1.0,0.1,100.0,24.0,symmetry control at nonzero damage,1,"(0.4, 0.4, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,1,True,True,1640.0,1656.0,16.0,27.926773578591423,0.07375169247619873,1656.0,28.063735145133265,0.001880116483940597,61,59,"(np.int64(0), np.int64(1), np.int64(2))",1640.0,1656.0,1656.0,9.354209521049032,9.353822753800147,9.355702870284087,initial_equal_midlife,initial_health,1.0,0.1,100.0,24.0,symmetry control at nonzero damage,1,"(0.4, 0.4, 0.4)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,2,True,True,1022.0,1117.0,95.0,22.05072053336786,5.612988201360849,1117.0,23.134804940669813,4.927108594154906,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1117.0,1022.0,,9.353514307658575,9.354199613583072,4.427091019428166,initial_equal_midlife,initial_health,1.0,0.1,100.0,24.0,symmetry control at nonzero damage,2,"(0.4, 0.4, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,2,True,True,1548.0,1550.0,2.0,28.038762215667365,0.02232024916191655,1550.0,28.05683071688229,0.012010777184908505,55,53,"(np.int64(0), np.int64(1), np.int64(2))",1548.0,1550.0,,9.356642728440923,9.355556037185352,9.344631951256014,initial_equal_midlife,initial_health,1.0,0.1,100.0,24.0,symmetry control at nonzero damage,2,"(0.4, 0.4, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,2,True,True,1548.0,1552.0,4.0,28.014927365919945,0.0340851478997255,1552.0,28.048879266069818,0.015606071854373127,54,52,"(np.int64(0), np.int64(1), np.int64(2))",1548.0,1552.0,,9.354845089349334,9.354795159225525,9.339239017494961,initial_equal_midlife,initial_health,1.0,0.1,100.0,24.0,symmetry control at nonzero damage,2,"(0.4, 0.4, 0.4)","(1.0, 1.05, 1.1)"
