step,demand_power_kw,stack_power_kw,strategy,stack_0_current_a,stack_1_current_a,stack_2_current_a
75,23.428571428571423,23.7150389225738,instant_health,120.0,60.0,0.0
76,23.428571428571423,23.71503891571067,instant_health,120.0,60.0,0.0
77,23.428571428571423,23.715038908847532,instant_health,120.0,60.0,0.0
78,23.428571428571423,23.715038901984393,instant_health,120.0,60.0,0.0
79,23.428571428571423,23.715038895121253,instant_health,120.0,60.0,0.0
80,23.428571428571423,23.715038888258114,instant_health,120.0,60.0,0.0
81,23.428571428571423,23.715038881394975,instant_health,120.0,60.0,0.0
82,23.428571428571423,23.715038874531828,instant_health,120.0,60.0,0.0
83,23.428571428571423,23.71503886766868,instant_health,120.0,60.0,0.0
84,23.428571428571423,23.71503886080553,instant_health,120.0,60.0,0.0
85,23.428571428571423,23.715038853942385,instant_health,120.0,60.0,0.0
86,23.428571428571423,23.715038847079235,instant_health,120.0,60.0,0.0
87,23.428571428571423,23.71503884021608,instant_health,120.0,60.0,0.0
88,23.428571428571423,23.715038833352928,instant_health,120.0,60.0,0.0
89,23.428571428571423,23.71503882648977,instant_health,120.0,60.0,0.0
90,23.428571428571423,23.715038819626614,instant_health,120.0,60.0,0.0
91,23.428571428571423,23.715038812763453,instant_health,120.0,60.0,0.0
92,23.428571428571423,23.715038805900296,instant_health,120.0,60.0,0.0
93,23.428571428571423,23.71503879903713,instant_health,120.0,60.0,0.0
94,23.428571428571423,23.715038792173964,instant_health,120.0,60.0,0.0
95,23.428571428571423,23.715038785310803,instant_health,120.0,60.0,0.0
96,23.428571428571423,23.715038778447635,instant_health,120.0,60.0,0.0
97,23.428571428571423,23.71503877158446,instant_health,120.0,60.0,0.0
98,23.428571428571423,23.715038764721296,instant_health,120.0,60.0,0.0
99,23.428571428571423,23.71503875785812,instant_health,120.0,60.0,0.0
100,23.428571428571423,23.71503875099495,instant_health,120.0,60.0,0.0
101,23.428571428571423,23.715038744131768,instant_health,120.0,60.0,0.0
102,23.428571428571423,23.715038737268593,instant_health,120.0,60.0,0.0
103,23.428571428571423,23.715038730405414,instant_health,120.0,60.0,0.0
104,23.428571428571423,23.715038723542236,instant_health,120.0,60.0,0.0
105,23.428571428571423,23.715038716679054,instant_health,120.0,60.0,0.0
106,23.428571428571423,23.71503870981587,instant_health,120.0,60.0,0.0
107,23.428571428571423,23.715038702952683,instant_health,120.0,60.0,0.0
108,23.428571428571423,23.715038696089493,instant_health,120.0,60.0,0.0
109,23.428571428571423,23.715038689226308,instant_health,120.0,60.0,0.0
110,23.428571428571423,23.715038682363115,instant_health,120.0,60.0,0.0
111,23.428571428571423,23.715038675499926,instant_health,120.0,60.0,0.0
112,23.428571428571423,23.71503866863673,instant_health,120.0,60.0,0.0
113,23.428571428571423,23.71503866177354,instant_health,120.0,60.0,0.0
114,23.428571428571423,23.715038654910337,instant_health,120.0,60.0,0.0
115,23.428571428571423,23.71503864804714,instant_health,120.0,60.0,0.0
116,23.428571428571423,23.71503864118394,instant_health,120.0,60.0,0.0
117,23.428571428571423,23.71503863432074,instant_health,120.0,60.0,0.0
118,23.428571428571423,23.715038627457535,instant_health,120.0,60.0,0.0
119,23.428571428571423,23.715038620594328,instant_health,120.0,60.0,0.0
120,23.428571428571423,23.715038613731124,instant_health,120.0,60.0,0.0
121,23.428571428571423,23.715038606867914,instant_health,120.0,60.0,0.0
122,23.428571428571423,23.71503860000471,instant_health,120.0,60.0,0.0
123,23.428571428571423,23.715038593141497,instant_health,120.0,60.0,0.0
124,23.428571428571423,23.715038586278276,instant_health,120.0,60.0,0.0
125,23.428571428571423,23.715038579415065,instant_health,120.0,60.0,0.0
126,23.428571428571423,23.715038572551848,instant_health,120.0,60.0,0.0
127,23.428571428571423,23.71503856568863,instant_health,120.0,60.0,0.0
128,23.428571428571423,23.715038558825412,instant_health,120.0,60.0,0.0
129,23.428571428571423,23.715038551962188,instant_health,120.0,60.0,0.0
130,23.428571428571423,23.715038545098963,instant_health,120.0,60.0,0.0
131,23.428571428571423,23.71503853823574,instant_health,120.0,60.0,0.0
132,23.428571428571423,23.715038531372514,instant_health,120.0,60.0,0.0
133,23.428571428571423,23.715038524509282,instant_health,120.0,60.0,0.0
134,23.428571428571423,23.715038517646057,instant_health,120.0,60.0,0.0
135,23.428571428571423,23.715038510782826,instant_health,120.0,60.0,0.0
136,23.428571428571423,23.715038503919587,instant_health,120.0,60.0,0.0
137,23.428571428571423,23.715038497056355,instant_health,120.0,60.0,0.0
138,23.428571428571423,23.715038490193123,instant_health,120.0,60.0,0.0
139,23.428571428571423,23.715038483329884,instant_health,120.0,60.0,0.0
140,23.428571428571423,23.71503847646664,instant_health,120.0,60.0,0.0
141,23.428571428571423,23.7150384696034,instant_health,120.0,60.0,0.0
142,23.428571428571423,23.715038462740157,instant_health,120.0,60.0,0.0
143,23.428571428571423,23.71503845587691,instant_health,120.0,60.0,0.0
144,23.428571428571423,23.71503844901367,instant_health,120.0,60.0,0.0
145,23.428571428571423,23.715038442150416,instant_health,120.0,60.0,0.0
146,23.428571428571423,23.715038435287166,instant_health,120.0,60.0,0.0
147,23.428571428571423,23.71503842842392,instant_health,120.0,60.0,0.0
148,23.428571428571423,23.715038421560664,instant_health,120.0,60.0,0.0
149,23.428571428571423,23.71503841469741,instant_health,120.0,60.0,0.0
150,33.14285714285714,33.110859947573914,instant_health,270.0,0.0,0.0
151,33.14285714285714,33.11085992985606,instant_health,270.0,0.0,0.0
152,33.14285714285714,33.11085991213818,instant_health,270.0,0.0,0.0
153,33.14285714285714,33.1108598944203,instant_health,270.0,0.0,0.0
154,33.14285714285714,33.11085987670242,instant_health,270.0,0.0,0.0
155,33.14285714285714,33.11085985898453,instant_health,270.0,0.0,0.0
156,33.14285714285714,33.11085984126663,instant_health,270.0,0.0,0.0
157,33.14285714285714,33.11085982354873,instant_health,270.0,0.0,0.0
158,33.14285714285714,33.11085980583082,instant_health,270.0,0.0,0.0
159,33.14285714285714,33.110859788112904,instant_health,270.0,0.0,0.0
160,33.14285714285714,33.11085977039499,instant_health,270.0,0.0,0.0
161,33.14285714285714,33.11085975267705,instant_health,270.0,0.0,0.0
162,33.14285714285714,33.11085973495912,instant_health,270.0,0.0,0.0
163,33.14285714285714,33.11085971724118,instant_health,270.0,0.0,0.0
164,33.14285714285714,33.11085969952323,instant_health,270.0,0.0,0.0
165,33.14285714285714,33.11085968180528,instant_health,270.0,0.0,0.0
166,33.14285714285714,33.11085966408732,instant_health,270.0,0.0,0.0
167,33.14285714285714,33.11085964636935,instant_health,270.0,0.0,0.0
168,33.14285714285714,33.110859628651376,instant_health,270.0,0.0,0.0
169,33.14285714285714,33.1108596109334,instant_health,270.0,0.0,0.0
170,33.14285714285714,33.110859593215416,instant_health,270.0,0.0,0.0
171,33.14285714285714,33.11085957549742,instant_health,270.0,0.0,0.0
172,33.14285714285714,33.110859557779435,instant_health,270.0,0.0,0.0
173,33.14285714285714,33.11085954006141,instant_health,270.0,0.0,0.0
174,33.14285714285714,33.11085952234341,instant_health,270.0,0.0,0.0
175,33.14285714285714,33.11085950462539,instant_health,270.0,0.0,0.0
176,33.14285714285714,33.110859486907366,instant_health,270.0,0.0,0.0
177,33.14285714285714,33.110859469189336,instant_health,270.0,0.0,0.0
178,33.14285714285714,33.110859451471306,instant_health,270.0,0.0,0.0
179,33.14285714285714,33.110859433753255,instant_health,270.0,0.0,0.0
