strategy,n_steps,dt_s,switch_penalty_g_per_change,hysteresis_start_multiplier,hysteresis_stop_multiplier,total_hydrogen_g,hydrogen_g_per_net_kwh,energy_weighted_efficiency_lhv_pct,total_stack_state_changes,total_stack_starts,total_stack_stops,mode_change_events,one_stack_share,two_stack_share,power_balance_mae_kw,power_balance_max_abs_kw,total_evaluated_objective_g,runtime_s,seed,failed_stack,fault_step,fault_demand_net_power_kw,faulted_stack_active_before_fault,faulted_stack_post_fault_max_kw,reconfiguration_delay_steps,fault_step_state_changes,reserve_stack_1_post_fault_share,healthy_post_fault_hydrogen_g,faulted_post_fault_hydrogen_g,incremental_post_fault_hydrogen_g,incremental_post_fault_hydrogen_pct
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1273.358948731376,77.69952905899653,38.61027262754854,26,14,12,25,0.5377777777777778,0.4622222222222222,0.0,0.0,1276.4565366421562,0.1988572000991553,3029,stack_2,355,101.84375266119592,True,0.0,0,2,0.48440366972477067,782.536848881037,784.6280781554972,2.0912292744601473,0.2672371630103365
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1071.314818671443,65.370928572518,45.89195940014851,24,13,11,23,0.18333333333333332,0.8166666666666667,0.0,0.0,1074.1741305890862,0.0509697999805212,3029,stack_2,355,101.84375266119592,True,0.0,0,2,0.8293577981651377,649.5913691830744,658.7978463009883,9.206477117913892,1.4172720812919648
sticky,900,1.0,0.1191379965684705,1.0,2.0,1075.4035557945779,65.62042063383358,45.717475917141854,4,3,1,3,0.03666666666666667,0.9633333333333334,0.0,0.0,1075.8801077808519,0.04701419989578426,3029,stack_2,355,101.84375266119592,True,0.0,0,2,1.0,650.9041430904504,660.3748578673603,9.470714776909972,1.4550091403541687
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1075.4035557945779,65.62042063383358,45.717475917141854,4,3,1,3,0.03666666666666667,0.9633333333333334,0.0,0.0,1075.8801077808519,0.0498757001478225,3029,stack_2,355,101.84375266119592,True,0.0,0,2,1.0,650.9041430904504,660.3748578673603,9.470714776909972,1.4550091403541687
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1073.752601031277,65.51968045547774,45.787769096929274,12,7,5,11,0.043333333333333335,0.9566666666666667,0.0,0.0,1075.1822569900987,0.053384399972856045,3029,stack_2,355,101.84375266119592,True,0.0,0,2,0.9798165137614679,650.9395483433921,660.292140631283,9.352592287890957,1.4367835402984586
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1072.6777380456062,65.45409302007882,45.83365014438013,10,6,4,10,0.10555555555555556,0.8944444444444445,0.0,0.0,1073.869118011291,0.06023180019110441,3029,stack_2,355,101.84375266119592,True,0.0,0,0,0.9321100917431193,650.6207659021497,659.7526802256941,9.131914323544379,1.4035694527644083
average,900,1.0,0.1191379965684705,1.0,2.0,1087.2789362828928,66.34504857339276,45.21814460172293,4,3,1,2,0.0,1.0,0.0,0.0,1087.7554882691668,0.22390430001541972,3029,stack_3,355,101.84375266119592,True,0.0,0,2,1.0,651.6977909478214,673.147858363372,21.45006741555062,3.2914132460620804
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1270.2773948275149,77.51149465806155,38.703936922315386,26,14,12,25,0.5377777777777778,0.4622222222222222,0.0,0.0,1273.374982738295,0.19268780015408993,3029,stack_3,355,101.84375266119592,True,0.0,0,2,0.48440366972477067,782.536848881037,781.5465242516307,-0.9903246294063592,-0.1265530985310681
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1082.1968198439026,66.03494115684228,45.430494030040464,24,13,11,23,0.18333333333333332,0.8166666666666667,0.0,0.0,1085.0561317615459,0.048975100042298436,3029,stack_3,355,101.84375266119592,True,0.0,0,2,0.8293577981651377,649.5913691830744,669.6798474734508,20.088478290376315,3.0924792482448726
sticky,900,1.0,0.1191379965684705,1.0,2.0,1086.1435269829747,66.27576664155356,45.26541377069576,4,3,1,3,0.03666666666666667,0.9633333333333334,0.0,0.0,1086.6200789692487,0.04825780005194247,3029,stack_3,355,101.84375266119592,True,0.0,0,2,1.0,650.9041430904504,671.1148290557601,20.21068596530972,3.1050172563583223
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1086.1435269829747,66.27576664155356,45.26541377069576,4,3,1,3,0.03666666666666667,0.9633333333333334,0.0,0.0,1086.6200789692487,0.054377099964767694,3029,stack_3,355,101.84375266119592,True,0.0,0,2,1.0,650.9041430904504,671.1148290557601,20.21068596530972,3.1050172563583223
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1084.4700164800545,66.17365012673915,45.335265536270775,12,7,5,11,0.03888888888888889,0.9611111111111111,0.0,0.0,1085.8996724388762,0.05346539989113808,3029,stack_3,355,101.84375266119592,True,0.0,0,2,0.9871559633027523,650.9395483433921,671.009556080063,20.07000773667096,3.08323680559095
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1083.2713920106855,66.10051084666314,45.385428366193054,12,7,5,11,0.10555555555555556,0.8944444444444445,0.0,0.0,1084.7010479695073,0.058100299909710884,3029,stack_3,355,101.84375266119592,True,0.0,0,2,0.9321100917431193,650.6207659021497,670.548467428695,19.927701526545206,3.062875114186303
average,900,1.0,0.1191379965684705,1.0,2.0,1032.1974623556591,65.10699392286342,46.077998986626504,2,2,0,1,0.0,1.0,0.0,0.0,1032.4357383487961,0.18858399987220764,3030,stack_1,331,100.46820606777405,False,0.0,0,0,0.0,705.4735948150903,705.4735948150903,0.0,0.0
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1225.5607620414964,77.30359741849651,38.80802576054745,29,15,14,29,0.5555555555555556,0.4444444444444444,0.0,0.0,1229.0157639419822,0.24261509999632835,3030,stack_1,331,100.46820606777405,False,0.0,0,0,0.0,841.5923678293811,841.5923678293811,0.0,0.0
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1027.8468019560619,64.83257121739526,46.27303751289565,21,11,10,21,0.24,0.76,0.0,0.0,1030.3486998839999,0.04727309988811612,3030,stack_1,331,100.46820606777405,False,0.0,0,0,0.0,702.9577166285535,702.9577166285535,0.0,0.0
sticky,900,1.0,0.1191379965684705,1.0,2.0,1032.1731753426789,65.10546199272004,46.07908320096813,2,2,0,2,0.03777777777777778,0.9622222222222222,0.0,0.0,1032.4114513358159,0.03663920005783439,3030,stack_1,331,100.46820606777405,False,0.0,0,0,0.0,704.4918786840165,704.4918786840165,0.0,0.0
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1032.1731753426789,65.10546199272004,46.07908320096813,2,2,0,2,0.03777777777777778,0.9622222222222222,0.0,0.0,1032.4114513358159,0.05353670008480549,3030,stack_1,331,100.46820606777405,False,0.0,0,0,0.0,704.4918786840165,704.4918786840165,0.0,0.0
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1030.185217552217,64.98006936146213,46.16800242720621,10,6,4,10,0.08777777777777777,0.9122222222222223,0.0,0.0,1031.3765975179017,0.05718250013887882,3030,stack_1,331,100.46820606777405,False,0.0,0,0,0.0,704.1319232043019,704.1319232043019,0.0,0.0
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1028.9067772792794,64.89943033054364,46.22536722927319,10,6,4,10,0.15666666666666668,0.8433333333333334,0.0,0.0,1030.098157244964,0.05945820012129843,3030,stack_1,331,100.46820606777405,False,0.0,0,0,0.0,703.2591345850274,703.2591345850274,0.0,0.0
average,900,1.0,0.1191379965684705,1.0,2.0,1048.8685457056831,66.15854090097794,45.345619161858735,4,3,1,2,0.0,1.0,0.0,0.0,1049.345097691957,0.18805949995294213,3030,stack_2,331,100.46820606777405,True,0.0,0,2,1.0,705.4735948150903,722.1446781651139,16.671083350023537,2.3631052207408576
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1228.3191014891831,77.47758272286636,38.72087763412628,31,16,15,30,0.5555555555555556,0.4444444444444444,0.0,0.0,1232.0123793828056,0.1922308001667261,3030,stack_2,331,100.46820606777405,True,0.0,0,2,0.5096660808435852,841.5923678293811,844.3507072770667,2.7583394476855574,0.3277524313581637
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1038.7774817923141,65.52203590959427,45.786123070707305,23,12,11,22,0.24,0.76,0.0,0.0,1041.5176557133889,0.04740580008365214,3030,stack_2,331,100.46820606777405,True,0.0,0,2,0.8137082601054482,702.9577166285535,713.8883964648132,10.930679836259742,1.5549555226001655
sticky,900,1.0,0.1191379965684705,1.0,2.0,1043.4053308109128,65.81394259307147,45.583046415393035,4,3,1,3,0.03777777777777778,0.9622222222222222,0.0,0.0,1043.8818827971868,0.035652099875733256,3030,stack_2,331,100.46820606777405,True,0.0,0,2,1.0,704.4918786840165,715.724034152259,11.232155468242581,1.5943626616710116
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1043.4053308109128,65.81394259307147,45.583046415393035,4,3,1,3,0.03777777777777778,0.9622222222222222,0.0,0.0,1043.8818827971868,0.05237419996410608,3030,stack_2,331,100.46820606777405,True,0.0,0,2,1.0,704.4918786840165,715.724034152259,11.232155468242581,1.5943626616710116
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1041.0977862603386,65.66839167426946,45.684079105830506,14,8,6,13,0.10111111111111111,0.8988888888888888,0.0,0.0,1042.765718212297,0.05449240002781153,3030,stack_2,331,100.46820606777405,True,0.0,0,2,0.9121265377855887,704.1319232043019,715.0444919124318,10.912568708129925,1.5497903657698098
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1039.4394716673457,65.56379165143878,45.7569631718234,14,8,6,14,0.1922222222222222,0.8077777777777778,0.0,0.0,1041.1074036193043,0.06213150010444224,3030,stack_2,331,100.46820606777405,True,0.0,0,0,0.8224956063268892,703.2591345850274,713.9762975616023,10.717162976574969,1.5239280159366597
average,900,1.0,0.1191379965684705,1.0,2.0,1058.456232328623,66.76329481431296,44.934870400626636,4,3,1,2,0.0,1.0,0.0,0.0,1058.932784314897,0.19213149999268353,3030,stack_3,331,100.46820606777405,True,0.0,0,2,1.0,705.4735948150903,731.7323647880606,26.2587699729703,3.7221478119039864
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1225.239926865592,77.28336038574875,38.818187835336566,31,16,15,30,0.5555555555555556,0.4444444444444444,0.0,0.0,1228.9332047592145,0.1826764999423176,3030,stack_3,331,100.46820606777405,True,0.0,0,2,0.5096660808435852,841.5923678293811,841.271532653476,-0.3208351759051311,-0.038122396087381105
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1052.1791624975701,66.36736170824713,45.20294197000181,23,12,11,22,0.24,0.76,0.0,0.0,1054.919336418645,0.050354299833998084,3030,stack_3,331,100.46820606777405,True,0.0,0,2,0.8137082601054482,702.9577166285535,727.2900771700592,24.33236054150575,3.461425910253313
sticky,900,1.0,0.1191379965684705,1.0,2.0,1056.6438154830107,66.6489746218532,45.0119453003011,4,3,1,3,0.03777777777777778,0.9622222222222222,0.0,0.0,1057.1203674692847,0.044791300082579255,3030,stack_3,331,100.46820606777405,True,0.0,0,2,1.0,704.4918786840165,728.9625188243488,24.470640140332307,3.4735162860987323
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1056.6438154830107,66.6489746218532,45.0119453003011,4,3,1,3,0.03777777777777778,0.9622222222222222,0.0,0.0,1057.1203674692847,0.050389999989420176,3030,stack_3,331,100.46820606777405,True,0.0,0,2,1.0,704.4918786840165,728.9625188243488,24.470640140332307,3.4735162860987323
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1054.5522112066826,66.51704437412992,45.1012222239806,14,8,6,13,0.09555555555555556,0.9044444444444445,0.0,0.0,1056.2201431586411,0.052748499903827906,3030,stack_3,331,100.46820606777405,True,0.0,0,2,0.9209138840070299,704.1319232043019,728.4989168587673,24.366993654465432,3.460572209761237
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1052.9557752708147,66.41634741587778,45.169602315149625,14,8,6,14,0.1922222222222222,0.8077777777777778,0.0,0.0,1054.6237072227732,0.060816500103101134,3030,stack_3,331,100.46820606777405,True,0.0,0,0,0.8224956063268892,703.2591345850274,727.3701760485014,24.111041463474066,3.4284718502378686
average,900,1.0,0.1191379965684705,1.0,2.0,1096.950401753194,65.21697853727599,46.000291140217016,2,2,0,1,0.0,1.0,0.0,0.0,1097.188677746331,0.19397379993461072,3031,stack_1,311,84.26274667692378,False,0.0,0,0,0.0,756.240783481169,756.240783481169,0.0,0.0
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1324.1730374295141,78.72604305869997,38.10683076962372,36,19,17,36,0.4711111111111111,0.5288888888888889,0.0,0.0,1328.4620053059791,0.20744260004721582,3031,stack_1,311,84.26274667692378,False,0.0,0,0,0.0,908.701750882625,908.701750882625,0.0,0.0
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1092.9116239288473,64.97686112971931,46.170281971775076,20,11,9,20,0.20333333333333334,0.7966666666666666,0.0,0.0,1095.2943838602168,0.04947780002839863,3031,stack_1,311,84.26274667692378,False,0.0,0,0,0.0,753.6617070089753,753.6617070089753,0.0,0.0
sticky,900,1.0,0.1191379965684705,1.0,2.0,1096.1881080073283,65.17165789672218,46.032279933005825,2,2,0,2,0.027777777777777776,0.9722222222222222,0.0,0.0,1096.4263840004653,0.04567659995518625,3031,stack_1,311,84.26274667692378,False,0.0,0,0,0.0,755.1507402525549,755.1507402525549,0.0,0.0
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1096.1881080073283,65.17165789672218,46.032279933005825,2,2,0,2,0.027777777777777776,0.9722222222222222,0.0,0.0,1096.4263840004653,0.04976979992352426,3031,stack_1,311,84.26274667692378,False,0.0,0,0,0.0,755.1507402525549,755.1507402525549,0.0,0.0
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1095.074131350272,65.10542865644098,46.07910679508616,10,6,4,10,0.06,0.94,0.0,0.0,1096.2655113159567,0.05728349997662008,3031,stack_1,311,84.26274667692378,False,0.0,0,0,0.0,754.8409128185833,754.8409128185833,0.0,0.0
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1093.9002242964052,65.03563637502658,46.12855608424549,10,6,4,10,0.12777777777777777,0.8722222222222222,0.0,0.0,1095.09160426209,0.05744670005515218,3031,stack_1,311,84.26274667692378,False,0.0,0,0,0.0,754.0649430365216,754.0649430365216,0.0,0.0
average,900,1.0,0.1191379965684705,1.0,2.0,1113.735886094381,66.21492572820402,45.307005437327895,4,3,1,2,0.0,1.0,0.0,0.0,1114.212438080655,0.21214359998703003,3031,stack_2,311,84.26274667692378,True,0.0,0,2,1.0,756.240783481169,773.0262678223479,16.785484341178858,2.219595227846738
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1327.0407429283846,78.89653671791388,38.02448275678015,38,20,18,37,0.4711111111111111,0.5288888888888889,0.0,0.0,1331.5679867979866,0.20096789998933673,3031,stack_2,311,84.26274667692378,True,0.0,0,2,0.5585738539898133,908.701750882625,911.5694563814959,2.8677054988709187,0.3155826976326992
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1104.8917319651569,65.68911434320054,45.669667341321386,22,12,10,21,0.20333333333333334,0.7966666666666666,0.0,0.0,1107.512767889663,0.05011820001527667,3031,stack_2,311,84.26274667692378,True,0.0,0,2,0.8251273344651953,753.6617070089753,765.6418150452918,11.980108036316437,1.589586936008902
sticky,900,1.0,0.1191379965684705,1.0,2.0,1108.4606006094475,65.90129424614335,45.52262644182517,4,3,1,3,0.027777777777777776,0.9722222222222222,0.0,0.0,1108.9371525957215,0.05003349995240569,3031,stack_2,311,84.26274667692378,True,0.0,0,2,1.0,755.1507402525549,767.4232328546811,12.272492602126249,1.6251712337621127
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1108.4606006094475,65.90129424614335,45.52262644182517,4,3,1,3,0.027777777777777776,0.9722222222222222,0.0,0.0,1108.9371525957215,0.059533199993893504,3031,stack_2,311,84.26274667692378,True,0.0,0,2,1.0,755.1507402525549,767.4232328546811,12.272492602126249,1.6251712337621127
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1107.0923696960754,65.8199488307364,45.578886846521776,14,8,6,13,0.07111111111111111,0.9288888888888889,0.0,0.0,1108.7603016480339,0.05330940010026097,3031,stack_2,311,84.26274667692378,True,0.0,0,2,0.9354838709677419,754.8409128185833,766.8591511643933,12.018238345810005,1.5921551338458517
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1105.5001751268142,65.72528810689262,45.644531753454274,14,8,6,14,0.16111111111111112,0.8388888888888889,0.0,0.0,1107.1681070787727,0.05707590002566576,3031,stack_2,311,84.26274667692378,True,0.0,0,0,0.8455008488964346,754.0649430365216,765.8532959393206,11.78835290279892,1.5633073797767016
average,900,1.0,0.1191379965684705,1.0,2.0,1124.0758989435762,66.82967038300643,44.8902408586893,4,3,1,2,0.0,1.0,0.0,0.0,1124.5524509298502,0.18031199998222291,3031,stack_3,311,84.26274667692378,True,0.0,0,2,1.0,756.240783481169,783.3662806715543,27.125497190385204,3.5868863175455346
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1321.6439235946002,78.57567968545511,38.17975246296612,38,20,18,37,0.4711111111111111,0.5288888888888889,0.0,0.0,1326.1711674642022,0.19391129980795085,3031,stack_3,311,84.26274667692378,True,0.0,0,2,0.5585738539898133,908.701750882625,906.1726370477097,-2.529113834915279,-0.2783216641168318
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1119.2698923316382,66.54393893192183,45.08299400594778,22,12,10,21,0.20333333333333334,0.7966666666666666,0.0,0.0,1121.8909282561444,0.04894650005735457,3031,stack_3,311,84.26274667692378,True,0.0,0,2,0.8251273344651953,753.6617070089753,780.0199754117752,26.358268402799922,3.497360706756192
sticky,900,1.0,0.1191379965684705,1.0,2.0,1122.6753710442003,66.74640481529391,44.94624104926453,4,3,1,3,0.027777777777777776,0.9722222222222222,0.0,0.0,1123.1519230304743,0.04786349995993078,3031,stack_3,311,84.26274667692378,True,0.0,0,2,1.0,755.1507402525549,781.6380032894322,26.487263036877266,3.507546457283328
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1122.6753710442003,66.74640481529391,44.94624104926453,4,3,1,3,0.027777777777777776,0.9722222222222222,0.0,0.0,1123.1519230304743,0.05310599994845688,3031,stack_3,311,84.26274667692378,True,0.0,0,2,1.0,755.1507402525549,781.6380032894322,26.487263036877266,3.507546457283328
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1121.4762629208847,66.67511425501228,44.99429860031272,14,8,6,13,0.06555555555555556,0.9344444444444444,0.0,0.0,1123.1441948728432,0.05458789994008839,3031,stack_3,311,84.26274667692378,True,0.0,0,2,0.9439728353140917,754.8409128185833,781.2430443892025,26.40213157061919,3.4977080762664814
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1119.944804016205,66.58406444787643,45.05582566754329,14,8,6,14,0.16111111111111112,0.8388888888888889,0.0,0.0,1121.6127359681634,0.057778500020504,3031,stack_3,311,84.26274667692378,True,0.0,0,0,0.8455008488964346,754.0649430365216,780.2129099054434,26.1479668689218,3.467601446054136
average,900,1.0,0.1191379965684705,1.0,2.0,1169.09303659806,65.51205155104164,45.79310110083541,2,2,0,1,0.0,1.0,0.0,0.0,1169.331312591197,0.19700069981627166,3032,stack_1,308,85.0270288653882,False,0.0,0,0,0.0,792.2847567332248,792.2847567332248,0.0,0.0
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1409.4676055147052,78.98183595438567,37.983416867298274,36,19,17,36,0.43666666666666665,0.5633333333333334,0.0,0.0,1413.7565733911701,0.19565510004758835,3032,stack_1,308,85.0270288653882,False,0.0,0,0,0.0,958.828646205065,958.828646205065,0.0,0.0
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1165.8011369359706,65.3275845380559,45.92240814065903,18,10,8,18,0.13,0.87,0.0,0.0,1167.945620874203,0.050621400121599436,3032,stack_1,308,85.0270288653882,False,0.0,0,0,0.0,790.5557471518389,790.5557471518389,0.0,0.0
sticky,900,1.0,0.1191379965684705,1.0,2.0,1168.971415911521,65.50523633579631,45.797865450347466,2,2,0,2,0.04,0.96,0.0,0.0,1169.209691904658,0.05252949986606836,3032,stack_1,308,85.0270288653882,False,0.0,0,0,0.0,791.1983833453662,791.1983833453662,0.0,0.0
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1168.971415911521,65.50523633579631,45.797865450347466,2,2,0,2,0.04,0.96,0.0,0.0,1169.209691904658,0.05982229998335242,3032,stack_1,308,85.0270288653882,False,0.0,0,0,0.0,791.1983833453662,791.1983833453662,0.0,0.0
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1167.3470630435002,65.4142130506551,45.86159276542679,6,4,2,6,0.025555555555555557,0.9744444444444444,0.0,0.0,1168.061891022911,0.0618261001072824,3032,stack_1,308,85.0270288653882,False,0.0,0,0,0.0,791.1983833453662,791.1983833453662,0.0,0.0
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1166.7006404544095,65.37798969746203,45.88700285650527,6,4,2,6,0.06,0.94,0.0,0.0,1167.4154684338203,0.05271329986862838,3032,stack_1,308,85.0270288653882,False,0.0,0,0,0.0,791.1983833453662,791.1983833453662,0.0,0.0
average,900,1.0,0.1191379965684705,1.0,2.0,1188.0524450303442,66.57447319218608,45.06231677327196,4,3,1,2,0.0,1.0,0.0,0.0,1188.5289970166182,0.1989836001303047,3032,stack_2,308,85.0270288653882,True,0.0,0,2,1.0,792.2847567332248,811.2441651655088,18.95940843228402,2.393004317091507
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1412.5676372981734,79.15555133515588,37.90005816897878,38,20,18,37,0.43666666666666665,0.5633333333333334,0.0,0.0,1417.0948811677754,0.20312760001979768,3032,stack_2,308,85.0270288653882,True,0.0,0,2,0.5861486486486487,958.828646205065,961.9286779885351,3.100031783470172,0.32331447289770665
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1178.2225458228588,66.02363861917705,45.43827124257657,20,11,9,19,0.13,0.87,0.0,0.0,1180.6053057542283,0.05077109998092055,3032,stack_2,308,85.0270288653882,True,0.0,0,2,0.9239864864864865,790.5557471518389,802.9771560387229,12.421408886884024,1.571224917614611
sticky,900,1.0,0.1191379965684705,1.0,2.0,1181.5203757815434,66.20843794608827,45.31144508261681,4,3,1,3,0.04,0.96,0.0,0.0,1181.9969277678174,0.04919530008919537,3032,stack_2,308,85.0270288653882,True,0.0,0,2,1.0,791.1983833453662,803.7473432153847,12.548959870018507,1.5860699584544946
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1181.5203757815434,66.20843794608827,45.31144508261681,4,3,1,3,0.04,0.96,0.0,0.0,1181.9969277678174,0.051610499853268266,3032,stack_2,308,85.0270288653882,True,0.0,0,2,1.0,791.1983833453662,803.7473432153847,12.548959870018507,1.5860699584544946
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1179.8613268748977,66.11547041134514,45.37515926809822,10,6,4,9,0.027777777777777776,0.9722222222222222,0.0,0.0,1181.0527068405825,0.05788600002415478,3032,stack_2,308,85.0270288653882,True,0.0,0,2,0.9966216216216216,791.1983833453662,803.7126471767597,12.514263831393464,1.581684706998554
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1178.9893800347443,66.06660943573954,45.40871743869357,10,6,4,9,0.07666666666666666,0.9233333333333333,0.0,0.0,1180.180760000429,0.05824479996226728,3032,stack_2,308,85.0270288653882,True,0.0,0,2,0.9746621621621622,791.1983833453662,803.4871229256969,12.288739580330684,1.553180572534929
average,900,1.0,0.1191379965684705,1.0,2.0,1198.8364793795274,67.17877429748364,44.65696243154527,4,3,1,2,0.0,1.0,0.0,0.0,1199.3130313658014,0.1877780999056995,3032,stack_3,308,85.0270288653882,True,0.0,0,2,1.0,792.2847567332248,822.0281995146943,29.743442781469525,3.7541354328346044
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1407.4534993240331,78.8689722006364,38.03777222262063,38,20,18,37,0.43666666666666665,0.5633333333333334,0.0,0.0,1411.9807431936351,0.19370509986765683,3032,stack_3,308,85.0270288653882,True,0.0,0,2,0.5861486486486487,958.828646205065,956.8145400143891,-2.014106190675875,-0.21005903386882574
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1192.9824427966564,66.85073372723554,44.87609683149624,20,11,9,19,0.13,0.87,0.0,0.0,1195.365202728026,0.04866069997660816,3032,stack_3,308,85.0270288653882,True,0.0,0,2,0.9239864864864865,790.5557471518389,817.7370530125313,27.18130586069242,3.4382528947034308
sticky,900,1.0,0.1191379965684705,1.0,2.0,1196.2077891938352,67.0314713185369,44.75509698636691,4,3,1,3,0.04,0.96,0.0,0.0,1196.6843411801092,0.05024100001901388,3032,stack_3,308,85.0270288653882,True,0.0,0,2,1.0,791.1983833453662,818.4347566276883,27.23637328232212,3.4424202394297776
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1196.2077891938352,67.0314713185369,44.75509698636691,4,3,1,3,0.04,0.96,0.0,0.0,1196.6843411801092,0.04979779990389943,3032,stack_3,308,85.0270288653882,True,0.0,0,2,1.0,791.1983833453662,818.4347566276883,27.23637328232212,3.4424202394297776
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1194.5834363258148,66.94044803339573,44.815953405381016,8,5,3,7,0.025555555555555557,0.9744444444444444,0.0,0.0,1195.5365402983625,0.05334550002589822,3032,stack_3,308,85.0270288653882,True,0.0,0,2,1.0,791.1983833453662,818.4347566276883,27.23637328232212,3.4424202394297776
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1193.9370137367239,66.90422468020263,44.84021770433447,8,5,3,7,0.06,0.94,0.0,0.0,1194.8901177092716,0.06004360015504062,3032,stack_3,308,85.0270288653882,True,0.0,0,2,1.0,791.1983833453662,818.4347566276883,27.23637328232212,3.4424202394297776
average,900,1.0,0.1191379965684705,1.0,2.0,1046.0089509708228,64.88215014036051,46.23767852190549,2,2,0,1,0.0,1.0,0.0,0.0,1046.2472269639597,0.19177579996176064,3033,stack_1,335,102.22761336864997,False,0.0,0,0,0.0,674.1288081876783,674.1288081876783,0.0,0.0
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1250.3696714772645,77.55829687733146,38.680581198745244,29,15,14,29,0.5433333333333333,0.45666666666666667,0.0,0.0,1253.8246733777503,0.20917859999462962,3033,stack_1,335,102.22761336864997,False,0.0,0,0,0.0,803.6241837630008,803.6241837630008,0.0,0.0
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1042.1473455955777,64.64262134903713,46.40900906232658,22,12,10,22,0.2,0.8,0.0,0.0,1044.768381520084,0.04965610010549426,3033,stack_1,335,102.22761336864997,False,0.0,0,0,0.0,672.0159515363785,672.0159515363785,0.0,0.0
sticky,900,1.0,0.1191379965684705,1.0,2.0,1045.9566816980353,64.87890796657072,46.23998914324787,2,2,0,2,0.03333333333333333,0.9666666666666667,0.0,0.0,1046.1949576911722,0.05157879996113479,3033,stack_1,335,102.22761336864997,False,0.0,0,0,0.0,673.2948834197387,673.2948834197387,0.0,0.0
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1045.9566816980353,64.87890796657072,46.23998914324787,2,2,0,2,0.03333333333333333,0.9666666666666667,0.0,0.0,1046.1949576911722,0.05285639991052449,3033,stack_1,335,102.22761336864997,False,0.0,0,0,0.0,673.2948834197387,673.2948834197387,0.0,0.0
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1044.6031701438474,64.79495195472778,46.29990314825925,14,8,6,14,0.05,0.95,0.0,0.0,1046.2711020958059,0.058515500044450164,3033,stack_1,335,102.22761336864997,False,0.0,0,0,0.0,673.464184307201,673.464184307201,0.0,0.0
