policy,seed,first_boundary_crossed,second_boundary_crossed,time_to_first_boundary_h,time_to_second_boundary_h,post_first_n_plus_one_reserve_h,first_boundary_total_damage_pct,first_boundary_damage_range_pct,final_elapsed_h,final_total_damage_pct,final_damage_range_pct,start_count,assignment_change_count,crossing_order,stack_0_crossing_h,stack_1_crossing_h,stack_2_crossing_h,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct
order_blend_50,133,True,True,1054.0,1376.0,322.0,23.12720089799924,3.0620222055616333,1376.0,26.995285478300673,1.0650011211317096,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1054.0,1376.0,8.288442108805375,9.353400139558214,9.353443229937085
expected_n_plus_one,133,True,True,365.0,1376.0,1011.0,15.854910664384176,6.596404572591929,1376.0,26.997390071765118,1.0666098035715663,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1376.0,365.0,8.288442108805375,9.353896050582799,9.355051912376942
fixed_pair,134,True,True,1072.0,1418.0,346.0,22.931517240236715,3.2617749690541933,1418.0,26.323305112322043,1.742932239001619,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1072.0,1418.0,7.612502453421613,9.355434692423232,9.355367966477198
order_blend_50,134,True,True,1072.0,1418.0,346.0,22.931517240236715,3.2617749690541933,1418.0,26.323305112322043,1.742932239001619,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1072.0,1418.0,7.612502453421613,9.355434692423232,9.355367966477198
expected_n_plus_one,134,True,True,371.0,1427.0,1056.0,16.087363965646283,6.451570788212935,1427.0,26.46122711791956,1.7732440676110803,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1427.0,371.0,7.644560689744991,9.417804757356071,9.398861670818498
fixed_pair,135,True,True,1219.0,1605.0,386.0,24.167481692224573,2.0232221776545396,1605.0,27.91874488326559,0.1560581207038556,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1219.0,1605.0,9.2042731199222,9.354140522717334,9.360331240626056
order_blend_50,135,True,True,1219.0,1605.0,386.0,24.167481692224573,2.0232221776545396,1605.0,27.91874488326559,0.1560581207038556,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1219.0,1605.0,9.2042731199222,9.354140522717334,9.360331240626056
expected_n_plus_one,135,True,True,423.0,1621.0,1198.0,16.520858664812465,5.931928619731806,1621.0,28.05048002166476,0.017458000997297773,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1621.0,423.0,9.338617042253219,9.356075043250517,9.355787936161025
fixed_pair,136,True,True,1000.0,1217.0,217.0,23.937701589553956,2.254505910234651,1217.0,27.084286836729152,1.0383456567504101,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1000.0,1217.0,8.34552442115333,9.354892337672082,9.38387007790374
order_blend_50,136,True,True,1047.0,1229.0,182.0,24.705329755896233,2.126178673827474,1229.0,27.22917281711667,0.9928685039026348,5,3,"(np.int64(1), np.int64(2), np.int64(0))",,1047.0,1229.0,8.437930058495628,9.430798562398262,9.360444196222778
expected_n_plus_one,136,True,True,342.0,1211.0,869.0,15.882271137169123,6.569015524358919,1211.0,27.030819297058034,1.0329504920647299,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1211.0,342.0,8.32208713258818,9.353694539816944,9.35503762465291
fixed_pair,137,True,True,1055.0,1326.0,271.0,23.096207084022968,3.0938738470902765,1326.0,26.162438399463724,1.9009199147210483,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1055.0,1326.0,7.453844715704139,9.3538290533344,9.354764630425187
order_blend_50,137,True,True,1055.0,1326.0,271.0,23.096207084022968,3.0938738470902765,1326.0,26.162438399463724,1.9009199147210483,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1055.0,1326.0,7.453844715704139,9.3538290533344,9.354764630425187
expected_n_plus_one,137,True,True,332.0,1331.0,999.0,15.602823451996082,6.892355845283394,1331.0,26.1975248999078,1.9094982976866097,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1331.0,332.0,7.467485644842017,9.353055312537158,9.376983942528627
fixed_pair,138,True,True,1211.0,1619.0,408.0,23.88505186170579,2.320866135835357,1619.0,27.859754287689768,0.22017481051748256,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1211.0,1619.0,9.141572776030868,9.36174758654835,9.356433925110547
