policy,effective_policy,first_boundary_crossed,second_boundary_crossed,time_to_first_boundary_h,time_to_second_boundary_h,post_first_n_plus_one_reserve_h,first_boundary_total_damage_pct,first_boundary_damage_range_pct,final_elapsed_h,final_total_damage_pct,final_damage_range_pct,start_count,assignment_change_count,crossing_order,stack_0_crossing_h,stack_1_crossing_h,stack_2_crossing_h,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct,scenario_id,local_seed,simulation_seed
fixed_pair,fixed_pair,True,True,1084.0,1423.0,339.0,24.14846074786774,2.044053233937248,1423.0,27.69360095712917,0.38837324865799694,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1084.0,1423.0,8.97509106489545,9.355045578680272,9.363464313553447,reference,13,13
order_blend_25,order_blend_25,True,True,1417.0,1423.0,6.0,27.649337103584422,0.4642987591726637,1423.0,27.75290907750901,0.4328031755306583,29,27,"(np.int64(1), np.int64(2), np.int64(0))",,1417.0,1423.0,8.97509106489545,9.407894240426108,9.36992377218745,reference,13,13
order_blend_50,order_blend_50,True,True,1417.0,1423.0,6.0,27.603853291951285,0.4110967211094856,1423.0,27.707425265875873,0.4025509337220434,11,9,"(np.int64(1), np.int64(2), np.int64(0))",,1417.0,1423.0,8.97509106489545,9.35469220236293,9.377641998617493,reference,13,13
order_blend_75,order_blend_75,True,True,403.0,1458.0,1055.0,16.423021797117958,6.025008734412432,1458.0,27.96703657719671,0.10075988583050233,3,1,"(np.int64(2), np.int64(0), np.int64(1))",1458.0,,403.0,9.357193451686562,9.25643356585606,9.353409559654084,reference,13,13
order_blend_90,order_blend_90,True,True,403.0,1458.0,1055.0,16.423021797117958,6.025008734412432,1458.0,27.96703657719671,0.10075988583050233,3,1,"(np.int64(2), np.int64(0), np.int64(1))",1458.0,,403.0,9.357193451686562,9.25643356585606,9.353409559654084,reference,13,13
order_blend_99,order_blend_99,True,True,403.0,1458.0,1055.0,16.423021797117958,6.025008734412432,1458.0,27.96703191469519,0.10088853129387232,3,1,"(np.int64(2), np.int64(0), np.int64(1))",1458.0,,403.0,9.35725544316749,9.256366911873618,9.353409559654084,reference,13,13
fixed_pair,fixed_pair,True,True,1206.0,1546.0,340.0,24.06998395569588,2.1206963169551623,1546.0,27.99378476479567,0.07243917120772636,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1206.0,1546.0,9.283608434742323,9.354128724103298,9.35604760595005,reference,14,14
order_blend_25,order_blend_25,True,True,1539.0,1546.0,7.0,27.972460577972424,0.05905796510406702,1546.0,28.053974673294654,0.010386635204847394,29,27,"(np.int64(0), np.int64(2), np.int64(1))",1539.0,,1546.0,9.35504482135521,9.344658186150363,9.35427166578908,reference,14,14
order_blend_50,order_blend_50,True,True,1551.0,1554.0,3.0,28.043142121932522,0.012313189058790641,1554.0,28.065697537689005,0.0016670559618088276,7,5,"(np.int64(1), np.int64(0), np.int64(2))",1554.0,1551.0,1554.0,9.354515874397961,9.354998732931273,9.35618293035977,reference,14,14
order_blend_75,order_blend_75,True,True,342.0,1550.0,1208.0,15.823285020814787,6.6245433557124915,1550.0,28.02826528429845,0.03501533348977226,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1550.0,342.0,9.319970734328074,9.354986067817846,9.353308482152528,reference,14,14
