load_source,load_seed,strategy,terminal_cv_assumption,gamma_scale_pct,cycle_repeats,actual_exposure_hours,continuous_mean_pct,discrete_damage_pct,discrete_fraction,total_mean_pct,total_std_pct,total_p05_pct,total_p50_pct,total_p95_pct
empirical_1s,2033,rotating,0.1,0.13417673000740873,30000,1000.0,3.646933333332,261.18735,0.9862293760179764,264.8388264315961,0.6993708431834591,263.7823713100544,264.7871217648402,266.07935038779726
empirical_1s,2033,instant_health,0.1,0.13417673000740873,30000,1000.0,3.536674999998,135.127799999997,0.9744947290933879,138.66894494414038,0.6887463134447113,137.6298265551972,138.6173557390284,139.89163945942562
empirical_1s,2034,average,0.1,0.13417673000740873,30000,1000.0,4.099999999998,127.83389999999702,0.9689238323130132,131.93567792835898,0.742044491374615,130.7998458461695,131.89346050556412,133.2147660507357
empirical_1s,2034,rotating,0.1,0.13417673000740873,30000,1000.0,5.056062499998,261.01875,0.9809975906682334,266.0767867550138,0.824012262812114,264.8062096806518,266.0348256179134,267.4900013062608
empirical_1s,2034,instant_health,0.1,0.13417673000740873,30000,1000.0,4.943149999998,126.054899999997,0.9622654688371454,131.00000209500698,0.8147615576578476,129.74462799880894,130.9580118102865,132.39808425418474
empirical_1s,2035,average,0.1,0.13417673000740873,30000,1000.0,4.099999999998,127.8339,0.9689238323130138,131.93789834034447,0.7427842662972421,130.7944241117622,131.89587339529987,133.2364393874092
empirical_1s,2035,rotating,0.1,0.13417673000740873,30000,1000.0,3.594174999999,253.62659999999698,0.9860268868251445,257.22452197094515,0.6954772368908018,256.1593640120126,257.1823343083804,258.4446480255843
empirical_1s,2035,instant_health,0.1,0.13417673000740873,30000,1000.0,3.4654499999999997,127.8339,0.9736064953863062,131.30303020756298,0.6829149287262558,130.25867536176193,131.26079973542465,132.50232553466424
zuo_slow_30s,2026,average,0.1,0.13417673000740873,30000,1000.0,4.099999999998,120.53999999999999,0.9671052631579102,124.64378184119067,0.7449814157805781,123.49041417102436,124.59223251673852,125.9536880275985
zuo_slow_30s,2026,rotating,0.1,0.13417673000740873,30000,1000.0,3.445249999998,249.80175,0.9863956927426661,253.2504996438272,0.6828727007883443,252.20055159021547,253.19951376846907,254.45703639268504
zuo_slow_30s,2026,instant_health,0.1,0.13417673000740873,30000,1000.0,3.322999999998,120.53999999999999,0.9731719722596897,123.86644400634873,0.6706396757839578,122.83687391317811,123.81556978018011,125.05261088467759
zuo_slow_30s,2027,average,0.1,0.13417673000740873,30000,1000.0,4.099999999998,120.53999999999999,0.9671052631579102,124.63442861450312,0.7438219948964206,123.48165107917625,124.59089113376135,125.91096126631777
zuo_slow_30s,2027,rotating,0.1,0.13417673000740873,30000,1000.0,3.445249999998,249.80175,0.9863956927426661,253.2419239024166,0.6818100963352656,252.1926979358839,253.19828572087738,254.41727866377542
zuo_slow_30s,2027,instant_health,0.1,0.13417673000740873,30000,1000.0,3.322999999998,120.53999999999999,0.9731719722596897,123.85802147754629,0.6695966179412561,122.82919930487131,123.81436407247034,125.01343797124434
zuo_slow_30s,2028,average,0.1,0.13417673000740873,30000,1000.0,4.8533749999980005,127.83389999999702,0.9634224532834954,132.68748310555083,0.8048527497964101,131.44645264431023,132.64603710807668,134.08532046337953
zuo_slow_30s,2028,rotating,0.1,0.13417673000740873,30000,1000.0,4.614750000000001,249.80175,0.9818614358738526,254.41669574117915,0.7848316785894526,253.20864298017835,254.3751800854796,255.78140948040902
