load_source,load_seed,continuous_multiplier,start_stop_multiplier,shift_multiplier,reference_strategy,total_damage_pct_delta,total_damage_pct_relative_pct,aged_stack_increment_pct_delta,aged_stack_increment_pct_relative_pct,max_terminal_damage_pct_delta,max_terminal_damage_pct_relative_pct,increment_range_pct_delta,increment_range_pct_relative_pct
zuo_slow_30s,2026,1.0,0.5,0.1,average,-2.5899999999999708e-05,-1.2070840453627332,0.0,0.0,0.0,0.0,-2.5899999999999925e-05,-2.3566878980891652
zuo_slow_30s,2026,1.0,0.5,0.5,average,-2.5899999999999708e-05,-1.2070840453627332,0.0,0.0,0.0,0.0,-2.5899999999999925e-05,-2.3566878980891652
zuo_slow_30s,2026,1.0,0.5,1.0,average,-2.5899999999999708e-05,-1.2070840453627332,0.0,0.0,0.0,0.0,-2.5899999999999925e-05,-2.3566878980891652
zuo_slow_30s,2026,1.0,0.5,2.0,average,-2.5899999999999708e-05,-1.2070840453627332,0.0,0.0,0.0,0.0,-2.5899999999999925e-05,-2.3566878980891652
zuo_slow_30s,2026,1.0,1.0,0.0,average,-2.5899999999999708e-05,-0.623395378690622,0.0,0.0,0.0,0.0,-2.590000000000014e-05,-1.2171052631579014
zuo_slow_30s,2026,1.0,1.0,0.1,average,-2.5899999999999708e-05,-0.623395378690622,0.0,0.0,0.0,0.0,-2.590000000000014e-05,-1.2171052631579014
zuo_slow_30s,2026,1.0,1.0,0.5,average,-2.5899999999999708e-05,-0.623395378690622,0.0,0.0,0.0,0.0,-2.590000000000014e-05,-1.2171052631579014
zuo_slow_30s,2026,1.0,1.0,1.0,average,-2.5899999999999708e-05,-0.623395378690622,0.0,0.0,0.0,0.0,-2.590000000000014e-05,-1.2171052631579014
zuo_slow_30s,2026,1.0,1.0,2.0,average,-2.5899999999999708e-05,-0.623395378690622,0.0,0.0,0.0,0.0,-2.590000000000014e-05,-1.2171052631579014
zuo_slow_30s,2026,1.0,2.0,0.0,average,-2.589999999999884e-05,-0.3169100252875297,0.0,0.0,0.0,0.0,-2.5899999999999708e-05,-0.6187290969899596
zuo_slow_30s,2026,1.0,2.0,0.1,average,-2.589999999999884e-05,-0.3169100252875297,0.0,0.0,0.0,0.0,-2.5899999999999708e-05,-0.6187290969899596
zuo_slow_30s,2026,1.0,2.0,0.5,average,-2.589999999999884e-05,-0.3169100252875297,0.0,0.0,0.0,0.0,-2.5899999999999708e-05,-0.6187290969899596
zuo_slow_30s,2026,1.0,2.0,1.0,average,-2.589999999999884e-05,-0.3169100252875297,0.0,0.0,0.0,0.0,-2.5899999999999708e-05,-0.6187290969899596
zuo_slow_30s,2026,1.0,2.0,2.0,average,-2.589999999999884e-05,-0.3169100252875297,0.0,0.0,0.0,0.0,-2.5899999999999708e-05,-0.6187290969899596
zuo_slow_30s,2026,2.0,0.0,0.0,average,-5.179999999999996e-05,-18.951219512195106,0.0,0.0,0.0,0.0,-6.666666666666675e-06,-4.761904761904767
zuo_slow_30s,2026,2.0,0.0,0.1,average,-5.179999999999996e-05,-18.951219512195106,0.0,0.0,0.0,0.0,-6.666666666666675e-06,-4.761904761904767
zuo_slow_30s,2026,2.0,0.0,0.5,average,-5.179999999999996e-05,-18.951219512195106,0.0,0.0,0.0,0.0,-6.666666666666675e-06,-4.761904761904767
zuo_slow_30s,2026,2.0,0.0,1.0,average,-5.179999999999996e-05,-18.951219512195106,0.0,0.0,0.0,0.0,-6.666666666666675e-06,-4.761904761904767
zuo_slow_30s,2026,2.0,0.0,2.0,average,-5.179999999999996e-05,-18.951219512195106,0.0,0.0,0.0,0.0,-6.666666666666675e-06,-4.761904761904767
zuo_slow_30s,2026,2.0,0.1,0.0,average,-5.1800000000000066e-05,-7.672558506961597,0.0,0.0,0.0,0.0,-1.6466666666666724e-05,-4.761904761904778
zuo_slow_30s,2026,2.0,0.1,0.1,average,-5.1800000000000066e-05,-7.672558506961597,0.0,0.0,0.0,0.0,-1.6466666666666724e-05,-4.761904761904778
zuo_slow_30s,2026,2.0,0.1,0.5,average,-5.1800000000000066e-05,-7.672558506961597,0.0,0.0,0.0,0.0,-1.6466666666666724e-05,-4.761904761904778
zuo_slow_30s,2026,2.0,0.1,1.0,average,-5.1800000000000066e-05,-7.672558506961597,0.0,0.0,0.0,0.0,-1.6466666666666724e-05,-4.761904761904778
zuo_slow_30s,2026,2.0,0.1,2.0,average,-5.1800000000000066e-05,-7.672558506961597,0.0,0.0,0.0,0.0,-1.6466666666666724e-05,-4.761904761904778
zuo_slow_30s,2026,2.0,0.5,0.0,average,-5.179999999999985e-05,-2.26960712720899,0.0,0.0,0.0,0.0,-5.179999999999985e-05,-4.431137724550886
zuo_slow_30s,2026,2.0,0.5,0.1,average,-5.179999999999985e-05,-2.26960712720899,0.0,0.0,0.0,0.0,-5.179999999999985e-05,-4.431137724550886
zuo_slow_30s,2026,2.0,0.5,0.5,average,-5.179999999999985e-05,-2.26960712720899,0.0,0.0,0.0,0.0,-5.179999999999985e-05,-4.431137724550886
zuo_slow_30s,2026,2.0,0.5,1.0,average,-5.179999999999985e-05,-2.26960712720899,0.0,0.0,0.0,0.0,-5.179999999999985e-05,-4.431137724550886
zuo_slow_30s,2026,2.0,0.5,2.0,average,-5.179999999999985e-05,-2.26960712720899,0.0,0.0,0.0,0.0,-5.179999999999985e-05,-4.431137724550886
zuo_slow_30s,2026,2.0,1.0,0.0,average,-5.1799999999999416e-05,-1.2070840453627332,0.0,0.0,0.0,0.0,-5.179999999999985e-05,-2.3566878980891652
zuo_slow_30s,2026,2.0,1.0,0.1,average,-5.1799999999999416e-05,-1.2070840453627332,0.0,0.0,0.0,0.0,-5.179999999999985e-05,-2.3566878980891652
zuo_slow_30s,2026,2.0,1.0,0.5,average,-5.1799999999999416e-05,-1.2070840453627332,0.0,0.0,0.0,0.0,-5.179999999999985e-05,-2.3566878980891652
zuo_slow_30s,2026,2.0,1.0,1.0,average,-5.1799999999999416e-05,-1.2070840453627332,0.0,0.0,0.0,0.0,-5.179999999999985e-05,-2.3566878980891652
zuo_slow_30s,2026,2.0,1.0,2.0,average,-5.1799999999999416e-05,-1.2070840453627332,0.0,0.0,0.0,0.0,-5.179999999999985e-05,-2.3566878980891652
zuo_slow_30s,2026,2.0,2.0,0.0,average,-5.1799999999999416e-05,-0.623395378690622,0.0,0.0,0.0,0.0,-5.180000000000028e-05,-1.2171052631579014
zuo_slow_30s,2026,2.0,2.0,0.1,average,-5.1799999999999416e-05,-0.623395378690622,0.0,0.0,0.0,0.0,-5.180000000000028e-05,-1.2171052631579014
zuo_slow_30s,2026,2.0,2.0,0.5,average,-5.1799999999999416e-05,-0.623395378690622,0.0,0.0,0.0,0.0,-5.180000000000028e-05,-1.2171052631579014
zuo_slow_30s,2026,2.0,2.0,1.0,average,-5.1799999999999416e-05,-0.623395378690622,0.0,0.0,0.0,0.0,-5.180000000000028e-05,-1.2171052631579014
zuo_slow_30s,2026,2.0,2.0,2.0,average,-5.1799999999999416e-05,-0.623395378690622,0.0,0.0,0.0,0.0,-5.180000000000028e-05,-1.2171052631579014
zuo_fast_30s,2026,0.5,0.0,0.0,average,2.887500000000009e-06,4.225609756097574,0.0,0.0,0.0,0.0,4.458333333333338e-06,12.73809523809525
zuo_fast_30s,2026,0.5,0.0,0.1,average,2.887500000000009e-06,3.11669107250153,0.0,0.0,0.0,0.0,3.865333333333332e-06,8.145603720172236
