block_id,month,stratum,health_case,policy,positive_steps,above_40kw_steps,negative_power_steps,assignment,assignment_first,assignment_second,error,n_steps,fc_energy_kwh,hydrogen_g,hydrogen_g_per_fc_kwh,expected_damage_increment_pct,terminal_max_damage_pct,terminal_damage_range_pct,damage_increment_range_pct,tracking_mae_kw,tracking_rmse_kw,tracking_max_abs_kw,constraint_violation_steps,safety_override_steps,total_switch_count,planning_runtime_s
external_2025-10_s3,2025-10,3,oldest_stack_1,fixed_pair,1800,0,0,"(0, 1)",0,1,,1800,24.672927772569746,1297.2885375605633,52.579432385111204,0.009123593333333336,7.486968309444927,6.551665456389371,0.0045781083329767824,0.42844455420338046,0.6685468829749894,5.143983976044556,0,3,2,52.42123969597742
external_2025-10_s3,2025-10,3,oldest_stack_1,health_greedy,1800,0,0,"(2, 0)",2,0,,1800,24.77099062369327,1294.1274079121658,52.24366790863594,0.009908090000000003,7.482422824444445,6.541778114722161,0.005341856666727929,0.6200564605100027,0.7900335613458298,5.282825572003329,0,3,2,51.89537270599976
external_2025-11_s1,2025-11,1,oldest_stack_2,fixed_pair,1440,0,0,"(0, 1)",0,1,,1800,15.380907312748722,774.2991723040773,50.341579762481665,0.007540175555555556,7.482422824444445,6.543520049166661,0.003940253333157173,0.49556025741414167,0.7379166852952471,4.33046702265805,0,0,2,71.22824940131977
external_2025-11_s1,2025-11,1,oldest_stack_2,health_greedy,1440,0,0,"(0, 1)",0,1,,1800,15.380907312748722,774.2991723040773,50.341579762481665,0.007540175555555556,7.482422824444445,6.543520049166661,0.003940253333157173,0.49556025741414167,0.7379166852952471,4.33046702265805,0,0,2,72.39214120036922
external_2025-11_s1,2025-11,1,oldest_stack_0,fixed_pair,1440,0,0,"(1, 0)",1,0,,1800,15.318186195920966,774.698753298959,50.573791400006044,0.007410975555555555,7.486116146666346,6.5470956402774965,0.003717653333293547,0.5644577907491377,0.7972451721175309,4.33046702265805,0,0,2,72.54816329944879
external_2025-11_s1,2025-11,1,oldest_stack_0,health_greedy,1440,0,0,"(1, 2)",1,2,,1800,15.33797594933324,774.2991723040773,50.482487054475854,0.007780307777777779,7.482422824444445,6.543402318055596,0.004062654444352276,0.5810668471276502,0.8073463291043051,4.33046702265805,0,0,2,71.46710720239207
external_2025-11_s1,2025-11,1,oldest_stack_1,fixed_pair,1440,0,0,"(0, 1)",0,1,,1800,15.284290486757017,774.0327849741561,50.64237595096824,0.007353458055555556,7.486241785278202,6.550938932222646,0.0038189608337573233,0.579472258667204,0.8271250863041382,4.33046702265805,0,0,2,72.76799229509197
external_2025-11_s1,2025-11,1,oldest_stack_1,health_greedy,1440,0,0,"(2, 0)",2,0,,1800,15.343697429788136,775.409119512082,50.53600170756162,0.007522735555555557,7.482422824444445,6.5432909691666,0.003829002222289324,0.5923326135154655,0.8133301172003888,4.33046702265805,0,0,2,71.23115320364013
external_2025-11_s2,2025-11,2,oldest_stack_2,fixed_pair,1440,0,0,"(0, 1)",0,1,,1800,14.747401709892776,741.1161905735689,50.254017972292516,0.007548207500000002,7.482422824444445,6.5435156047222165,0.003943840833157797,0.5391765636318241,0.7349417664570944,2.8758854700443806,0,0,2,69.07828770228662
external_2025-11_s2,2025-11,2,oldest_stack_2,health_greedy,1440,0,0,"(0, 1)",0,1,,1800,14.747401709892776,741.1161905735689,50.254017972292516,0.007548207500000002,7.482422824444445,6.5435156047222165,0.003943840833157797,0.5391765636318241,0.7349417664570944,2.8758854700443806,0,0,2,69.25886819907464
external_2025-11_s2,2025-11,2,oldest_stack_0,fixed_pair,1440,0,0,"(1, 0)",1,0,,1800,14.695575253231183,741.1161905735689,50.431247351859625,0.007418976666666667,7.4861212077774555,6.547097761388606,0.0037205933332934427,0.5680685581157089,0.7506476441874103,2.8758949191977834,0,0,2,71.03280689916573
