policy,effective_policy,first_boundary_crossed,second_boundary_crossed,time_to_first_boundary_h,time_to_second_boundary_h,post_first_n_plus_one_reserve_h,first_boundary_total_damage_pct,first_boundary_damage_range_pct,final_elapsed_h,final_total_damage_pct,final_damage_range_pct,start_count,assignment_change_count,crossing_order,stack_0_crossing_h,stack_1_crossing_h,stack_2_crossing_h,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct,boundary_id,boundary_label,health_limit_pct,diagnostic_current_a,voltage_loss_fraction,extrapolated,boundary_order,boundary_over_calibration,scenario_id,local_seed,initial_damage_fraction,initial_damage_absolute_pct,heterogeneity_factors,guard_source,simulation_seed
fixed_pair,fixed_pair,True,True,1678.0,3479.0,1801.0,34.27133368001767,10.235632645590321,3479.0,47.072613096589755,6.080421787239002,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3479.0,1678.0,,17.716923943759227,17.718055470034766,11.637633682795764,195a_5pct_voltage_loss,"195 A, 5% loss",17.716327818434742,195.0,0.05,True,2,1.8941808806160478,heterogeneity_gp_re_increased_perm_3,17,"(0.05279326859612099, 0.21117307438448396, 0.4223461487689679)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200017
order_blend_50,order_blend_50,True,True,4038.0,4369.0,331.0,48.138782120487406,2.554550513256057,4369.0,51.60672120521321,1.822960861821123,89,87,"(np.int64(0), np.int64(1), np.int64(2))",4038.0,4369.0,,17.717611365126004,17.856035350954166,16.033074489133043,195a_5pct_voltage_loss,"195 A, 5% loss",17.716327818434742,195.0,0.05,True,2,1.8941808806160478,heterogeneity_gp_re_increased_perm_3,17,"(0.05279326859612099, 0.21117307438448396, 0.4223461487689679)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200017
fixed_pair,fixed_pair,True,True,1612.0,3430.0,1818.0,34.11091046791778,10.239764190402852,3430.0,46.97993699635874,6.182395833393963,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3430.0,1612.0,,17.71795880005811,17.722187014847297,11.539791181453333,195a_5pct_voltage_loss,"195 A, 5% loss",17.716327818434742,195.0,0.05,True,2,1.8941808806160478,heterogeneity_gp_re_increased_perm_3,18,"(0.05279326859612099, 0.21117307438448396, 0.4223461487689679)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200018
order_blend_50,order_blend_50,True,True,3990.0,4330.0,340.0,47.701079941792955,2.739834282485546,4330.0,51.79224564864106,1.3631899735470192,87,85,"(np.int64(0), np.int64(1), np.int64(2))",3990.0,4330.0,,17.716466523196218,17.719484549495927,16.35629457594891,195a_5pct_voltage_loss,"195 A, 5% loss",17.716327818434742,195.0,0.05,True,2,1.8941808806160478,heterogeneity_gp_re_increased_perm_3,18,"(0.05279326859612099, 0.21117307438448396, 0.4223461487689679)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200018
fixed_pair,fixed_pair,True,True,1546.0,3258.0,1712.0,34.53319686531167,10.245295917442256,3258.0,47.5910729344548,5.648857829166445,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3258.0,1546.0,,17.756106010867274,17.7277187418867,12.107248181700829,195a_5pct_voltage_loss,"195 A, 5% loss",17.716327818434742,195.0,0.05,True,2,1.8941808806160478,heterogeneity_gp_re_increased_perm_3,19,"(0.05279326859612099, 0.21117307438448396, 0.4223461487689679)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200019
order_blend_50,order_blend_50,True,True,3884.0,4130.0,246.0,49.41762030542398,1.9069033099473423,4130.0,51.870052731252684,1.3169262765489052,85,83,"(np.int64(0), np.int64(1), np.int64(2))",3884.0,4130.0,,17.718646074060334,17.73416646687063,16.417240190321724,195a_5pct_voltage_loss,"195 A, 5% loss",17.716327818434742,195.0,0.05,True,2,1.8941808806160478,heterogeneity_gp_re_increased_perm_3,19,"(0.05279326859612099, 0.21117307438448396, 0.4223461487689679)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200019
fixed_pair,fixed_pair,True,True,2941.0,3517.0,576.0,41.99369766697646,11.113091575916421,3517.0,48.156435683069716,7.568166261151303,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3517.0,2941.0,,18.53357314349929,18.595514400360866,11.027348139209563,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,0,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,0
order_blend_50,order_blend_50,True,True,4102.0,4110.0,8.0,55.49865816947667,0.05908875336973907,4110.0,55.54934534772201,0.03217289046983751,93,91,"(np.int64(2), np.int64(0), np.int64(1))",4110.0,,4102.0,18.526996026012743,18.495088215619717,18.527261106089554,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,0,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,0
fixed_pair,fixed_pair,True,True,2981.0,3103.0,122.0,44.022931813942265,11.13449312698896,3103.0,45.43756873360565,10.322976216076073,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3103.0,2981.0,,18.526713046814912,18.616915951433405,8.293939735357332,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,1,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,1
order_blend_50,order_blend_50,True,True,3973.0,3973.0,0.0,55.600321413038145,0.03792331409117722,3973.0,55.600321413038145,0.03792331409117722,82,80,"(np.int64(0), np.int64(1), np.int64(2))",3973.0,3973.0,,18.555195955837213,18.527852815454896,18.517272641746036,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,1,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,1
fixed_pair,fixed_pair,True,True,2841.0,2854.0,13.0,44.48007192572962,11.0450681611593,2854.0,44.68938142680267,10.892838347791066,3,1,"(np.int64(0), np.int64(1), np.int64(2))",2841.0,2854.0,,18.527490985603745,18.52723780338625,7.634652637812678,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,2,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,2
order_blend_50,order_blend_50,True,True,3840.0,3841.0,1.0,55.54478762741307,0.04273182393263397,3841.0,55.561606974393726,0.03900591903722983,85,83,"(np.int64(2), np.int64(0), np.int64(1))",3841.0,,3840.0,18.528448649821456,18.49707620276752,18.53608212180475,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,2,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,2
fixed_pair,fixed_pair,True,True,2724.0,3492.0,768.0,40.4198193813812,11.044668096326767,3492.0,49.42323491517587,6.157988599264254,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3492.0,2724.0,,18.527041672897695,18.52709092077121,12.369102321506958,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,3,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,3
order_blend_50,order_blend_50,True,True,4049.0,4049.0,0.0,55.56688720133526,0.15490042499410706,4049.0,55.56688720133527,0.15490042499410706,67,65,"(np.int64(0), np.int64(2), np.int64(1))",4049.0,,4049.0,18.59769589793153,18.442795472937423,18.526395830466317,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,3,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,3
fixed_pair,fixed_pair,True,True,2790.0,3251.0,461.0,42.099020360815416,11.0440785869929,3251.0,47.18172597597439,8.398445844095987,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3251.0,2790.0,,18.526835204316516,18.526501411437344,10.12838936022053,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,4,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,4
order_blend_50,order_blend_50,True,True,3998.0,4011.0,13.0,55.45478785278445,0.08026092480155356,4011.0,55.59191769388775,0.022581745917634066,96,94,"(np.int64(0), np.int64(2), np.int64(1))",3998.0,,4011.0,18.528833094951143,18.520251426509486,18.54283317242712,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,4,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,4
fixed_pair,fixed_pair,True,True,2997.0,3293.0,296.0,43.20431101803537,11.046209666312553,3293.0,46.45218388063222,9.14433997266848,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3293.0,2997.0,,18.533945681271852,18.528632490756998,9.389605708603373,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,5,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,5
order_blend_50,order_blend_50,True,True,4093.0,4106.0,13.0,55.43593281892585,0.10100911113173794,4106.0,55.53513617228941,0.050924322269477074,91,89,"(np.int64(0), np.int64(1), np.int64(2))",4093.0,4106.0,,18.52854895579307,18.52875576938291,18.477831447113434,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,5,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,5
fixed_pair,fixed_pair,True,True,2862.0,3186.0,324.0,43.05100740088265,11.057898181195803,3186.0,46.52232436649254,9.105516399814851,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3186.0,2862.0,,18.54375988033357,18.540321005640248,9.43824348051872,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,6,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,6
order_blend_50,order_blend_50,True,True,3975.0,3994.0,19.0,55.40745246928017,0.10082734466136145,3994.0,55.558565623757104,0.023708184173191427,94,92,"(np.int64(0), np.int64(1), np.int64(2))",3975.0,3994.0,,18.52655318996523,18.527860308982532,18.50415212480934,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,6,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,6
fixed_pair,fixed_pair,True,True,2774.0,3018.0,244.0,43.00112200281653,11.044918210089378,3018.0,46.88730665327763,8.697115695703502,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3018.0,2774.0,,18.528540657223658,18.527341034533823,9.831424961520156,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,7,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,7
order_blend_50,order_blend_50,True,True,3748.0,3790.0,42.0,55.272135905185564,0.398875574848951,3790.0,55.61362209833989,0.2155634986738697,76,74,"(np.int64(0), np.int64(2), np.int64(1))",3748.0,,3790.0,18.65142808358618,18.43586458491231,18.526329429841404,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,7,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,7
fixed_pair,fixed_pair,True,True,2853.0,3345.0,492.0,42.14274066369683,11.04416448935472,3345.0,47.542041027063455,8.044772139166836,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3345.0,2853.0,,18.530112926215562,18.526587313799165,10.485340787048726,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,8,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,8
order_blend_50,order_blend_50,True,True,4050.0,4051.0,1.0,55.56708479887297,0.01190308238181359,4051.0,55.57444037259448,0.01138966581956069,74,72,"(np.int64(2), np.int64(0), np.int64(1))",4051.0,,4050.0,18.52937148991524,18.517981824095678,18.527087058583565,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,8,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,8
fixed_pair,fixed_pair,True,True,2351.0,3277.0,926.0,39.63785009420077,11.047284859980952,3277.0,49.82829397849463,5.758390629116429,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3277.0,2351.0,,18.52726923876026,18.529707684425397,12.771317055308968,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,9,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,9
order_blend_50,order_blend_50,True,True,3787.0,3790.0,3.0,55.502377235335544,0.07280820767435259,3790.0,55.524272318053455,0.06212669274670901,78,76,"(np.int64(0), np.int64(1), np.int64(2))",3787.0,3790.0,,18.527600949614715,18.529399030592725,18.467272337846016,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,9,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,9
fixed_pair,fixed_pair,True,True,2749.0,3424.0,675.0,41.30366508368577,11.091507109877146,3424.0,48.29894063330644,7.383821634966619,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3424.0,2749.0,,18.534902399629875,18.57392993432159,11.190108299354971,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,10,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,10
order_blend_50,order_blend_50,True,True,3949.0,3965.0,16.0,55.45843159472237,0.07009516765704404,3965.0,55.57353223993181,0.009782117656516931,95,93,"(np.int64(0), np.int64(1), np.int64(2))",3949.0,3965.0,,18.52777123273354,18.527771562427393,18.517989444770876,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,10,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,10
fixed_pair,fixed_pair,True,True,2737.0,3504.0,767.0,40.88429833163504,11.0866685670551,3504.0,49.47778193155794,6.190112900888947,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3504.0,2737.0,,18.529712049447802,18.569091391499544,12.378978490610598,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,11,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,11
order_blend_50,order_blend_50,True,True,3997.0,3998.0,1.0,55.49043552276129,0.08650538533403918,3998.0,55.500537346999195,0.08464855552557182,87,85,"(np.int64(1), np.int64(2), np.int64(0))",,3997.0,3998.0,18.444389043989055,18.527110703495516,18.529037599514627,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,11,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,11
fixed_pair,fixed_pair,True,True,2630.0,3394.0,764.0,40.526686499357695,11.056265727113288,3394.0,48.93892954292725,6.670235317457443,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3394.0,2630.0,,18.531787757269225,18.538688551557733,11.86845323410029,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,12,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,12
order_blend_50,order_blend_50,True,True,3879.0,3884.0,5.0,55.5080670030368,0.05862042578260329,3884.0,55.54646449210509,0.037953736802368354,78,76,"(np.int64(2), np.int64(0), np.int64(1))",3884.0,,3879.0,18.52814568672669,18.49019194992432,18.528126855454076,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,12,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,12
fixed_pair,fixed_pair,True,True,2807.0,3270.0,463.0,41.925775804654464,11.100302958166324,3270.0,47.39426769812292,8.368236970355728,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3270.0,2807.0,,18.589889442933938,18.58272578261077,10.22165247257821,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,13,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,13
order_blend_50,order_blend_50,True,True,3883.0,3916.0,33.0,55.32473119684016,0.16678608133133466,3916.0,55.593641829297866,0.047809912348146355,89,87,"(np.int64(2), np.int64(0), np.int64(1))",3916.0,,3883.0,18.552178921855162,18.504369009507016,18.53709389793569,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,13,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,13
fixed_pair,fixed_pair,True,True,3007.0,3249.0,242.0,43.272612580859374,11.048573771507332,3249.0,45.7142422077298,9.877188978275035,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3249.0,3007.0,,18.529437994101276,18.530996595951777,8.653807617676742,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,14,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,14
order_blend_50,order_blend_50,True,True,3958.0,4037.0,79.0,54.627271572086414,0.5226939748756898,4037.0,55.48987601896844,0.10023687831778716,95,93,"(np.int64(1), np.int64(2), np.int64(0))",,3958.0,4037.0,18.430009078974123,18.529620982702404,18.53024595729191,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,14,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,14
fixed_pair,fixed_pair,True,True,2991.0,3017.0,26.0,44.455559540324984,11.048392686782048,3017.0,44.64315481194157,10.947968095059709,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3017.0,2991.0,,18.529491884548293,18.530815511226493,7.582847416166784,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,15,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,15
order_blend_50,order_blend_50,True,True,4008.0,4017.0,9.0,55.34957116851491,0.1317988208619063,4017.0,55.615101047087336,0.17484658448650947,94,92,"(np.int64(1), np.int64(2), np.int64(0))",,4008.0,4017.0,18.455578657246935,18.529097148106956,18.630425241733445,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,15,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,15
fixed_pair,fixed_pair,True,True,2493.0,3242.0,749.0,40.121712683094486,11.044298701043367,3242.0,48.552700638286574,7.075277477089873,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3242.0,2493.0,,18.550628294944318,18.52672152548781,11.475350817854444,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,16,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,16
order_blend_50,order_blend_50,True,True,3855.0,3860.0,5.0,55.48142691110509,0.0839834536656241,3860.0,55.520593917699046,0.06275402201559288,67,65,"(np.int64(0), np.int64(1), np.int64(2))",3855.0,3860.0,,18.528077354329813,18.52719323105501,18.46532333231422,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,16,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,16
fixed_pair,fixed_pair,True,True,2965.0,3139.0,174.0,43.687225730919906,11.070419880009826,3139.0,45.27153344609066,10.362354066132259,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3139.0,2965.0,,18.528202103314378,18.55284270445427,8.190488638322012,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,17,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,17
order_blend_50,order_blend_50,True,True,3929.0,3933.0,4.0,55.44255649085962,0.21147922816923526,3933.0,55.474333597230206,0.19615756315739574,86,84,"(np.int64(0), np.int64(1), np.int64(2))",3929.0,3933.0,,18.572061565381514,18.526368029624575,18.375904002224118,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,17,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,17
fixed_pair,fixed_pair,True,True,2865.0,3389.0,524.0,42.19164794385925,11.04406555737761,3389.0,47.06148214583268,8.570048256459776,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3389.0,2865.0,,18.5525210102352,18.526488381822055,9.982472753775424,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,18,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,18
order_blend_50,order_blend_50,True,True,4181.0,4183.0,2.0,55.71851972064255,0.17765302394437654,4183.0,55.734083695388165,0.17103436843667907,89,87,"(np.int64(2), np.int64(1), np.int64(0))",,4183.0,4181.0,18.517488430105015,18.528072466741452,18.688522798541694,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,18,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,18
fixed_pair,fixed_pair,True,True,2764.0,3218.0,454.0,42.2099239460597,11.044014354289434,3218.0,46.94642528911801,8.636196927516,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3218.0,2764.0,,18.528092518950068,18.52643717873388,9.891895591434068,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,19,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,19
order_blend_50,order_blend_50,True,True,3947.0,3952.0,5.0,55.426327632428816,0.08544469327878446,3952.0,55.52300972379041,0.06930989414683708,85,83,"(np.int64(0), np.int64(2), np.int64(1))",3947.0,,3952.0,18.527929812843542,18.462885008400015,18.532194902546852,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,19,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,19
