boundary_id,scenario_id,local_seed,boundary_label,boundary_order,health_limit_pct,boundary_over_calibration,extrapolated,policy,effective_policy,first_boundary_gain_h,second_boundary_gain_h,start_count_delta,assignment_change_delta
370a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,17,"370 A, 5% loss",1,12.192754336272548,1.3036156466795592,True,order_blend_50,order_blend_50,1590.0,236.0,54,54
370a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,18,"370 A, 5% loss",1,12.192754336272548,1.3036156466795592,True,order_blend_50,order_blend_50,1411.0,194.0,48,48
370a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,19,"370 A, 5% loss",1,12.192754336272548,1.3036156466795592,True,order_blend_50,order_blend_50,1419.0,239.0,50,50
195a_5pct_voltage_loss,reference,0,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,1106.0,572.0,84,84
195a_5pct_voltage_loss,reference,1,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,914.0,769.0,72,72
195a_5pct_voltage_loss,reference,2,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,886.0,778.0,72,72
195a_5pct_voltage_loss,reference,3,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,1235.0,541.0,56,56
195a_5pct_voltage_loss,reference,4,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,1085.0,663.0,86,86
195a_5pct_voltage_loss,reference,5,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,1012.0,749.0,79,79
195a_5pct_voltage_loss,reference,6,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,1047.0,710.0,83,83
195a_5pct_voltage_loss,reference,7,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,974.0,700.0,67,67
195a_5pct_voltage_loss,reference,8,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,1086.0,522.0,61,61
195a_5pct_voltage_loss,reference,9,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,1321.0,374.0,65,65
195a_5pct_voltage_loss,reference,10,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,1143.0,476.0,84,84
195a_5pct_voltage_loss,reference,11,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,1154.0,405.0,76,76
195a_5pct_voltage_loss,reference,12,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,1155.0,401.0,68,68
195a_5pct_voltage_loss,reference,13,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,1011.0,572.0,79,79
195a_5pct_voltage_loss,reference,14,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,964.0,675.0,87,87
195a_5pct_voltage_loss,reference,15,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,935.0,927.0,83,83
195a_5pct_voltage_loss,reference,16,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,1274.0,598.0,55,55
195a_5pct_voltage_loss,reference,17,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,835.0,795.0,78,78
195a_5pct_voltage_loss,reference,18,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,1231.0,775.0,78,78
195a_5pct_voltage_loss,reference,19,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,1075.0,673.0,73,73
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,0,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,714.0,70.0,50,50
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,1,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,924.0,188.0,50,50
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,2,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,516.0,-136.0,52,52
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,3,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,974.0,152.0,54,54
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,4,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,640.0,-100.0,56,56
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,5,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,846.0,89.0,52,52
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,6,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,731.0,0.0,58,58
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,7,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,681.0,31.0,50,50
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,8,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,714.0,-18.0,48,48
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,9,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,608.0,-13.0,48,48
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,10,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,458.0,5.0,34,34
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,11,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,762.0,61.0,50,50
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,12,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,516.0,-89.0,50,50
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,13,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,1121.0,142.0,62,62
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,14,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,730.0,-61.0,52,52
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,15,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,983.0,104.0,56,56
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,16,"195 A, 5% loss",2,17.716327818434742,1.894180880616048,True,order_blend_50,order_blend_50,633.0,-50.0,46,46
