scenario_id,local_seed,policy,effective_policy,first_boundary_gain_h,second_boundary_gain_h,start_count_delta
boundary_scale_0.80,1,guarded_blend,order_blend_50,279.0,8.0,6
boundary_scale_0.80,2,guarded_blend,order_blend_50,271.0,-22.0,6
boundary_scale_0.80,3,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_0.80,4,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_0.80,5,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_0.80,6,guarded_blend,order_blend_50,184.0,0.0,6
boundary_scale_0.80,7,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_0.80,8,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_0.80,9,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_0.80,10,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_0.80,11,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_0.80,12,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_0.80,13,guarded_blend,order_blend_50,268.0,14.0,6
boundary_scale_0.80,14,guarded_blend,order_blend_50,303.0,-3.0,6
boundary_scale_0.80,15,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_0.80,16,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_0.80,17,guarded_blend,order_blend_50,254.0,2.0,5
boundary_scale_0.80,18,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_0.80,19,guarded_blend,order_blend_50,221.0,0.0,3
boundary_scale_1.20,0,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_1.20,1,guarded_blend,order_blend_50,393.0,-10.0,7
boundary_scale_1.20,2,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_1.20,3,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_1.20,4,guarded_blend,order_blend_50,142.0,0.0,4
boundary_scale_1.20,5,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_1.20,6,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_1.20,7,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_1.20,8,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_1.20,9,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_1.20,10,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_1.20,11,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_1.20,12,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_1.20,13,guarded_blend,order_blend_50,187.0,-2.0,4
boundary_scale_1.20,14,guarded_blend,order_blend_50,366.0,15.0,3
boundary_scale_1.20,15,guarded_blend,order_blend_50,321.0,16.0,7
boundary_scale_1.20,16,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_1.20,17,guarded_blend,order_blend_50,399.0,-7.0,4
boundary_scale_1.20,18,guarded_blend,order_blend_50,0.0,0.0,0
boundary_scale_1.20,19,guarded_blend,order_blend_50,176.0,-22.0,4
gamma_cv_0.05,0,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.05,1,guarded_blend,order_blend_50,319.0,0.0,4
gamma_cv_0.05,2,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.05,3,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.05,4,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.05,5,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.05,6,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.05,7,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.05,8,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.05,9,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.05,10,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.05,11,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.05,12,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.05,13,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.05,14,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.05,15,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.05,16,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.05,17,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.05,18,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.05,19,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.20,0,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.20,1,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.20,2,guarded_blend,order_blend_50,259.0,-62.0,7
gamma_cv_0.20,3,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.20,4,guarded_blend,order_blend_50,232.0,32.0,2
gamma_cv_0.20,5,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.20,6,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.20,7,guarded_blend,order_blend_50,64.0,0.0,1
gamma_cv_0.20,8,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.20,9,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.20,10,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.20,11,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.20,12,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.20,13,guarded_blend,order_blend_50,252.0,93.0,20
gamma_cv_0.20,14,guarded_blend,order_blend_50,280.0,62.0,13
gamma_cv_0.20,15,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.20,16,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.20,17,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.20,18,guarded_blend,order_blend_50,0.0,0.0,0
gamma_cv_0.20,19,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_24h,0,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_24h,1,guarded_blend,order_blend_50,240.0,12.0,2
risk_horizon_24h,2,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_24h,3,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_24h,4,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_24h,5,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_24h,6,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_24h,7,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_24h,8,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_24h,9,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_24h,10,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_24h,11,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_24h,12,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_24h,13,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_24h,14,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_24h,15,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_24h,16,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_24h,17,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_24h,18,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_24h,19,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_240h,0,guarded_blend,order_blend_50,331.0,-22.0,8
risk_horizon_240h,1,guarded_blend,order_blend_50,218.0,20.0,14
risk_horizon_240h,2,guarded_blend,order_blend_50,327.0,-3.0,12
risk_horizon_240h,3,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_240h,4,guarded_blend,order_blend_50,263.0,40.0,5
risk_horizon_240h,5,guarded_blend,order_blend_50,396.0,2.0,4
risk_horizon_240h,6,guarded_blend,order_blend_50,296.0,-4.0,12
risk_horizon_240h,7,guarded_blend,order_blend_50,247.0,19.0,1
risk_horizon_240h,8,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_240h,9,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_240h,10,guarded_blend,order_blend_50,158.0,-3.0,2
risk_horizon_240h,11,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_240h,12,guarded_blend,order_blend_50,24.0,0.0,2
risk_horizon_240h,13,guarded_blend,order_blend_50,333.0,0.0,16
risk_horizon_240h,14,guarded_blend,order_blend_50,337.0,-2.0,11
risk_horizon_240h,15,guarded_blend,order_blend_50,319.0,5.0,6
risk_horizon_240h,16,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_240h,17,guarded_blend,order_blend_50,318.0,9.0,10
risk_horizon_240h,18,guarded_blend,order_blend_50,0.0,0.0,0
risk_horizon_240h,19,guarded_blend,order_blend_50,308.0,-4.0,12
reschedule_12h,0,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_12h,1,guarded_blend,order_blend_50,329.0,23.0,11
reschedule_12h,2,guarded_blend,order_blend_50,339.0,-1.0,4
reschedule_12h,3,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_12h,4,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_12h,5,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_12h,6,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_12h,7,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_12h,8,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_12h,9,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_12h,10,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_12h,11,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_12h,12,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_12h,13,guarded_blend,order_blend_50,333.0,3.0,12
reschedule_12h,14,guarded_blend,order_blend_50,340.0,3.0,8
reschedule_12h,15,guarded_blend,order_blend_50,326.0,10.0,1
reschedule_12h,16,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_12h,17,guarded_blend,order_blend_50,340.0,12.0,3
reschedule_12h,18,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_12h,19,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_48h,0,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_48h,1,guarded_blend,order_blend_50,326.0,27.0,5
reschedule_48h,2,guarded_blend,order_blend_50,198.0,0.0,2
reschedule_48h,3,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_48h,4,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_48h,5,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_48h,6,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_48h,7,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_48h,8,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_48h,9,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_48h,10,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_48h,11,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_48h,12,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_48h,13,guarded_blend,order_blend_50,101.0,13.0,4
reschedule_48h,14,guarded_blend,order_blend_50,346.0,7.0,3
reschedule_48h,15,guarded_blend,order_blend_50,321.0,5.0,1
reschedule_48h,16,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_48h,17,guarded_blend,order_blend_50,91.0,7.0,2
reschedule_48h,18,guarded_blend,order_blend_50,0.0,0.0,0
reschedule_48h,19,guarded_blend,order_blend_50,0.0,0.0,0
reference,0,rate_bounded_blend,order_blend_50,0.0,0.0,0
reference,1,rate_bounded_blend,order_blend_50,326.0,24.0,4
reference,2,rate_bounded_blend,order_blend_50,168.0,0.0,2
reference,3,rate_bounded_blend,order_blend_50,0.0,0.0,0
reference,4,rate_bounded_blend,order_blend_50,0.0,0.0,0
reference,5,rate_bounded_blend,order_blend_50,0.0,0.0,0
reference,6,rate_bounded_blend,order_blend_50,0.0,0.0,0
reference,7,rate_bounded_blend,order_blend_50,0.0,0.0,0
reference,8,rate_bounded_blend,order_blend_50,0.0,0.0,0
reference,9,rate_bounded_blend,order_blend_50,0.0,0.0,0
reference,10,rate_bounded_blend,order_blend_50,0.0,0.0,0
reference,11,rate_bounded_blend,order_blend_50,0.0,0.0,0
reference,12,rate_bounded_blend,order_blend_50,0.0,0.0,0
reference,13,rate_bounded_blend,order_blend_50,333.0,0.0,8
reference,14,rate_bounded_blend,order_blend_50,345.0,8.0,4
reference,15,rate_bounded_blend,order_blend_50,321.0,5.0,1
reference,16,rate_bounded_blend,order_blend_50,0.0,0.0,0
reference,17,rate_bounded_blend,order_blend_50,340.0,12.0,3
reference,18,rate_bounded_blend,order_blend_50,0.0,0.0,0
reference,19,rate_bounded_blend,order_blend_50,0.0,0.0,0
initial_stagger_perm_1,0,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_1,1,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_1,2,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_1,3,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_1,4,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_1,5,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_1,6,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_1,7,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_1,8,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_1,9,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_1,10,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_1,11,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_1,12,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_1,13,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_1,14,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_1,15,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_1,16,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_1,17,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_1,18,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_1,19,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_2,0,rate_bounded_blend,order_blend_50,374.0,-5.0,8
initial_stagger_perm_2,1,rate_bounded_blend,order_blend_50,210.0,51.0,13
initial_stagger_perm_2,2,rate_bounded_blend,order_blend_50,239.0,21.0,6
initial_stagger_perm_2,3,rate_bounded_blend,order_blend_50,0.0,0.0,0
initial_stagger_perm_2,4,rate_bounded_blend,order_blend_50,221.0,45.0,4
initial_stagger_perm_2,5,rate_bounded_blend,order_blend_50,47.0,-4.0,2
initial_stagger_perm_2,6,rate_bounded_blend,order_blend_50,318.0,-1.0,6
initial_stagger_perm_2,7,rate_bounded_blend,order_blend_50,239.0,0.0,2
initial_stagger_perm_2,8,rate_bounded_blend,order_blend_50,0.0,0.0,0
initial_stagger_perm_2,9,rate_bounded_blend,order_blend_50,0.0,0.0,0
initial_stagger_perm_2,10,rate_bounded_blend,order_blend_50,100.0,-3.0,2
initial_stagger_perm_2,11,rate_bounded_blend,order_blend_50,0.0,0.0,0
initial_stagger_perm_2,12,rate_bounded_blend,order_blend_50,0.0,0.0,0
initial_stagger_perm_2,13,rate_bounded_blend,order_blend_50,277.0,26.0,10
initial_stagger_perm_2,14,rate_bounded_blend,order_blend_50,246.0,54.0,9
initial_stagger_perm_2,15,rate_bounded_blend,order_blend_50,225.0,-3.0,4
initial_stagger_perm_2,16,rate_bounded_blend,order_blend_50,0.0,0.0,0
initial_stagger_perm_2,17,rate_bounded_blend,order_blend_50,278.0,0.0,4
initial_stagger_perm_2,18,rate_bounded_blend,order_blend_50,0.0,0.0,0
initial_stagger_perm_2,19,rate_bounded_blend,order_blend_50,317.0,24.0,8
initial_stagger_perm_3,0,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_3,1,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_3,2,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_3,3,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_3,4,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_3,5,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_3,6,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_3,7,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_3,8,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_3,9,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_3,10,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_3,11,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_3,12,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_3,13,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_3,14,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_3,15,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_3,16,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_3,17,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_3,18,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_3,19,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_4,0,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_4,1,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_4,2,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_4,3,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_4,4,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_4,5,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_4,6,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_4,7,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_4,8,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_4,9,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_4,10,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_4,11,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_4,12,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_4,13,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_4,14,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_4,15,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_4,16,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_4,17,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_4,18,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_4,19,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_5,0,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_5,1,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_5,2,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_5,3,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_5,4,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_5,5,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_5,6,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_5,7,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_5,8,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_5,9,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_5,10,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_5,11,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_5,12,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_5,13,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_5,14,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_5,15,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_5,16,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_5,17,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_5,18,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_stagger_perm_5,19,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_0,0,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_0,1,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_0,2,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_0,3,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_0,4,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_0,5,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_0,6,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_0,7,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_0,8,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_0,9,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_0,10,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_0,11,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_0,12,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_0,13,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_0,14,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_0,15,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_0,16,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_0,17,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_0,18,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_0,19,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_1,0,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_1,1,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_1,2,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_1,3,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_1,4,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_1,5,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_1,6,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_1,7,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_1,8,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_1,9,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_1,10,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_1,11,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_1,12,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_1,13,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_1,14,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_1,15,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_1,16,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_1,17,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_1,18,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_1,19,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_zuo_one_aged_stack_2,0,rate_bounded_blend,order_blend_50,842.0,674.0,92
initial_zuo_one_aged_stack_2,1,rate_bounded_blend,order_blend_50,692.0,708.0,78
initial_zuo_one_aged_stack_2,2,rate_bounded_blend,order_blend_50,593.0,581.0,71
initial_zuo_one_aged_stack_2,3,rate_bounded_blend,order_blend_50,780.0,611.0,76
initial_zuo_one_aged_stack_2,4,rate_bounded_blend,order_blend_50,808.0,700.0,76
initial_zuo_one_aged_stack_2,5,rate_bounded_blend,order_blend_50,692.0,698.0,84
initial_zuo_one_aged_stack_2,6,rate_bounded_blend,order_blend_50,752.0,669.0,77
initial_zuo_one_aged_stack_2,7,rate_bounded_blend,order_blend_50,787.0,603.0,79
initial_zuo_one_aged_stack_2,8,rate_bounded_blend,order_blend_50,691.0,543.0,67
initial_zuo_one_aged_stack_2,9,rate_bounded_blend,order_blend_50,764.0,503.0,64
initial_zuo_one_aged_stack_2,10,rate_bounded_blend,order_blend_50,926.0,708.0,81
initial_zuo_one_aged_stack_2,11,rate_bounded_blend,order_blend_50,863.0,636.0,78
initial_zuo_one_aged_stack_2,12,rate_bounded_blend,order_blend_50,809.0,623.0,76
initial_zuo_one_aged_stack_2,13,rate_bounded_blend,order_blend_50,747.0,643.0,75
initial_zuo_one_aged_stack_2,14,rate_bounded_blend,order_blend_50,766.0,740.0,88
initial_zuo_one_aged_stack_2,15,rate_bounded_blend,order_blend_50,725.0,728.0,78
initial_zuo_one_aged_stack_2,16,rate_bounded_blend,order_blend_50,750.0,540.0,61
initial_zuo_one_aged_stack_2,17,rate_bounded_blend,order_blend_50,779.0,771.0,77
initial_zuo_one_aged_stack_2,18,rate_bounded_blend,order_blend_50,787.0,789.0,76
initial_zuo_one_aged_stack_2,19,rate_bounded_blend,order_blend_50,709.0,608.0,73
initial_equal_fresh,0,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_equal_fresh,1,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_equal_fresh,2,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_equal_fresh,3,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_equal_fresh,4,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_equal_fresh,5,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_equal_fresh,6,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_equal_fresh,7,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_equal_fresh,8,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_equal_fresh,9,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_equal_fresh,10,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_equal_fresh,11,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_equal_fresh,12,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_equal_fresh,13,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_equal_fresh,14,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_equal_fresh,15,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_equal_fresh,16,rate_bounded_blend,fixed_pair,0.0,0.0,0
initial_equal_fresh,17,rate_bounded_blend,fixed_pair,0.0,0.0,0
