boundary_id,scenario_id,local_seed,policy,effective_policy,first_boundary_gain_h,second_boundary_gain_h,start_count_delta
370a_10pct_voltage_loss,reference,11,guarded_blend,order_blend_50,1260.0,494.0,84
370a_10pct_voltage_loss,reference,12,guarded_blend,order_blend_50,1249.0,490.0,75
370a_10pct_voltage_loss,reference,13,guarded_blend,order_blend_50,1076.0,646.0,86
370a_10pct_voltage_loss,reference,14,guarded_blend,order_blend_50,951.0,788.0,92
370a_10pct_voltage_loss,reference,15,guarded_blend,order_blend_50,1017.0,1000.0,91
370a_10pct_voltage_loss,reference,16,guarded_blend,order_blend_50,1362.0,618.0,64
370a_10pct_voltage_loss,reference,17,guarded_blend,order_blend_50,964.0,794.0,83
370a_10pct_voltage_loss,reference,18,guarded_blend,order_blend_50,1316.0,794.0,86
370a_10pct_voltage_loss,reference,19,guarded_blend,order_blend_50,1183.0,734.0,82
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,0,guarded_blend,order_blend_50,772.0,-38.0,54
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,1,guarded_blend,order_blend_50,992.0,209.0,54
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,2,guarded_blend,order_blend_50,535.0,-131.0,56
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,3,guarded_blend,order_blend_50,975.0,217.0,56
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,4,guarded_blend,order_blend_50,655.0,-159.0,62
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,5,guarded_blend,order_blend_50,811.0,16.0,56
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,6,guarded_blend,order_blend_50,743.0,-20.0,60
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,7,guarded_blend,order_blend_50,909.0,24.0,60
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,8,guarded_blend,order_blend_50,828.0,-53.0,56
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,9,guarded_blend,order_blend_50,666.0,35.0,52
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,10,guarded_blend,order_blend_50,545.0,-30.0,38
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,11,guarded_blend,order_blend_50,882.0,131.0,56
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,12,guarded_blend,order_blend_50,667.0,-133.0,58
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,13,guarded_blend,order_blend_50,1186.0,100.0,68
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,14,guarded_blend,order_blend_50,760.0,-56.0,56
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,15,guarded_blend,order_blend_50,1031.0,169.0,64
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,16,guarded_blend,order_blend_50,654.0,18.0,50
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,17,guarded_blend,order_blend_50,805.0,139.0,52
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,18,guarded_blend,order_blend_50,689.0,-84.0,64
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,19,guarded_blend,order_blend_50,620.0,-234.0,52
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,0,guarded_blend,fixed_pair,0.0,0.0,0
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,1,guarded_blend,fixed_pair,0.0,0.0,0
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,2,guarded_blend,fixed_pair,0.0,0.0,0
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,3,guarded_blend,fixed_pair,0.0,0.0,0
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,4,guarded_blend,fixed_pair,0.0,0.0,0
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,5,guarded_blend,fixed_pair,0.0,0.0,0
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,6,guarded_blend,fixed_pair,0.0,0.0,0
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,7,guarded_blend,fixed_pair,0.0,0.0,0
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,8,guarded_blend,fixed_pair,0.0,0.0,0
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,9,guarded_blend,fixed_pair,0.0,0.0,0
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,10,guarded_blend,fixed_pair,0.0,0.0,0
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,11,guarded_blend,fixed_pair,0.0,0.0,0
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,12,guarded_blend,fixed_pair,0.0,0.0,0
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,13,guarded_blend,fixed_pair,0.0,0.0,0
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,14,guarded_blend,fixed_pair,0.0,0.0,0
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,15,guarded_blend,fixed_pair,0.0,0.0,0
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,16,guarded_blend,fixed_pair,0.0,0.0,0
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,17,guarded_blend,fixed_pair,0.0,0.0,0
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,18,guarded_blend,fixed_pair,0.0,0.0,0
370a_10pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,19,guarded_blend,fixed_pair,0.0,0.0,0
lzw_calibration_endpoint,reference,0,rate_bounded_blend,order_blend_50,0.0,0.0,0
lzw_calibration_endpoint,reference,1,rate_bounded_blend,order_blend_50,326.0,24.0,4
lzw_calibration_endpoint,reference,2,rate_bounded_blend,order_blend_50,168.0,0.0,2
lzw_calibration_endpoint,reference,3,rate_bounded_blend,order_blend_50,0.0,0.0,0
lzw_calibration_endpoint,reference,4,rate_bounded_blend,order_blend_50,0.0,0.0,0
lzw_calibration_endpoint,reference,5,rate_bounded_blend,order_blend_50,0.0,0.0,0
lzw_calibration_endpoint,reference,6,rate_bounded_blend,order_blend_50,0.0,0.0,0
lzw_calibration_endpoint,reference,7,rate_bounded_blend,order_blend_50,0.0,0.0,0
lzw_calibration_endpoint,reference,8,rate_bounded_blend,order_blend_50,0.0,0.0,0
lzw_calibration_endpoint,reference,9,rate_bounded_blend,order_blend_50,0.0,0.0,0
lzw_calibration_endpoint,reference,10,rate_bounded_blend,order_blend_50,0.0,0.0,0
lzw_calibration_endpoint,reference,11,rate_bounded_blend,order_blend_50,0.0,0.0,0
lzw_calibration_endpoint,reference,12,rate_bounded_blend,order_blend_50,0.0,0.0,0
